Question	Answer	Source
Добавление пользователя из Личного кабинета Заказчика	После отправки и утверждения заявки на добавление пользователя:На адрес электронной почты добавляемого пользователя приходят уведомления:*   Для подтверждения e-mail;\n*   О получении заявки на регистрацию пользователя;\n*   Об утверждении заявки на регистрацию пользователя.На адрес электронной почты администратора организации приходят уведомления:*   О получении заявки на регистрацию пользователя;\n*   Об утверждении заявки на регистрацию пользователя. "Для подачи запроса на добавление пользователя из Личного кабинета:1.  Войдите в Личный кабинет по электронной подписи;\n2.  Перейдите в раздел "Моя организация", далее "Список пользователей". Откроется список пользователей;\n3.  Нажмите кнопку "Добавить пользователя". Откроется форма "Заявка на добавление пользователя";\n4.  В поле "Текущий сертификат пользователя" нажмите кнопку "Выбрать из списка" (в этом случае необходимо выбрать нужный сертификат из списка сертификатов, установленных на компьютере) или кнопку "Загрузить из файла" (в этом случае загружается файл сертификата открытого ключа);\n5.  Заполните все обязательные поля;\n6.  Нажмите кнопку "Отправить".Заявка на добавление пользователя будет утверждена автоматически в течение 10-15 минут."	Editorial
Добавление Пользователя с сертификатом без ИНН (физ. лица)	*   Если сертификат есть, рекомендуйте выполнить процедуру добавления Пользователя организации через Личный кабинет (см.ст." [Добавление пользователя из Личного кабинета Заказчика](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=1019186)");\n*   Если сертиката нет, поставьте задачу на 3-ю линию технической поддержки РТС-223, приложив в задачу открытый ключ сертификата.	Editorial
Добавление пользователя из открытой части	При первом входе Пользователя в Личный кабинет, необходимо подписать документ "Согласие на обработку персональных данных". Документ "Согласие на обработку персональных данных для первого Пользователя (подавшего заявку на аккредитацию) организации и последующих можно просмотреть в сведениях о Пользователе.**Механизм утверждения заявки:***   Если в сертификате указан ИНН/ОГРН, наименование организации и в Личном кабинете нет действующего сертификата с ролью администратора, заявка утвердится автоматически; \n*   Если ФИО в сертификате, в котором указан ИНН/ОГРН, наименование организации совпадает с ФИО пользователя, уже присутствующего в списке пользователей организации (у которого истек срок действия сертификата), то сертификат будет добавляться в профиль данного пользователя, без создания нового (в случае, когда в организации присутствует 2 и более пользователя с одним ФИО сертификат по-прежнему будет добавляться с добавлением нового пользователя);\n*   Если в сертификате электронной подписи имеется OID - администратора (oid: 1.2.643.6.3.1.4.1), то пользователю сразу будет назначаться роль администратора (вне зависимости от того, есть ли в Личном кабинете пользователь с ролью администратора) и заявка на добавление пользователя будет утверждаться автоматически. Для добавления пользователя из открытой части (открытого доступа):1.  Войдите на сайт площадки РТС-тендер ([www.rts-tender.ru)](http://www.rts-tender.ru);\n2.  Перейдите в раздел "615-ПП РФ" далее "Органам по ведению реестра, Заказчикам" или "Участникам";\n3.  Нажмите на плитку "Добавить пользователя". Откроется форма "Заявка на добавление пользователя";\n4.  В поле "Текущий сертификат пользователя" нажмите кнопку "Выбрать из списка" и укажите сертификат Пользователя;\n5.  Заполните все обязательные поля;\n6.  Введите код защиты от спама;\n7.  Нажмите кнопку "Отправить".Заявка на добавление пользователя будет утверждена автоматически в течение 20-30 минут".	Editorial
Заполнение полей "Имя пользователя (логин)" / "Пароль"	"При заполнении формы на добавление нового Пользователя к полю "Имя пользователя (логин)" предъявляются следующие требования:*   Логин должен быть уникальным (ранее не использовался);\n*   Должен содержать от 3 до 20 букв или цифр;\n*   Не должен содержать знаки препинания, пробелы и символы.К полю "Пароль" предъявляются следующие требования:*   Пароль должен содержать минимум 8 символов, включающих буквы и цифры;\n*   Должен содержать хотя бы один из специальных символов: ! @ # $ % ^ * _ + () {} : ; . , ? / <>.	Editorial
Редактирование информации о пользователе	Для редактирования информации о Пользователе: 1.  Войдите в Личный кабинет по электронной подписи; \n2.  Перейдите в раздел "Моя организация", далее "Список пользователей". Откроется список пользователей; \n3.  Кликните на ФИО необходимого Пользователя и нажмите кнопку "Редактировать";\n4.  Внесите изменения и нажмите кнопку "Отправить".Изменения утвердятся автоматически в течении 10-15 минут".	Editorial
Добавление ролей Пользователю организации	1.  Проверьте, действительно ли среди Пользователей организации нет Пользователя,имеющего активный сертификат, с правом "Администратор";\n2.  Проверьте, действительно ли добавленный Пользователь не имеет ролей:\n3.  В случае, если в организации есть активный Пользователь с ролью "Администратор", рекомендуйте осуществить делегирование полномочий при входе в Личный кабинет по сертификату данного Пользователя;\n4.  В случае, если в организации нет активного Пользователя с ролью "Администратор", рекомендуйте написать официальное письмо адрес электронной почты info223@rts-tender.ru. Официальное письмо должно содержать:*   Адресат (в официальном письме обязательно должен быть указан адресат, письмо должно быть оформлено на имя Генерального директора ООО "РТС-тендер" Лишенкова Владимира Николаевича и в целом адресовано площадке "РТС-тендер");\n*   Дата составления документа;\n*   Печать организации и подпись руководителя организации;\n*   Наименование, ИНН, КПП организации, ФИО Пользователя,которому необходимо добавить роль "Администратор", логин и кодовое слово;\n*   В письме должна содержаться просьба делегирования ролей Пользователю, добавленному к организации, в которой отсутствует активный сертификат Пользователя - Администратора организации.1.  Обратите внимание Пользователя на то, что новых Пользователей необходимо добавлять через Личный кабинет с действующим Администратором организации. 	Editorial
Добавление пользователя без электронной подписи	 "Для подачи запроса на добавление пользователя без электронной подписи из Личного кабинета:1.  Войдите в Личный кабинет по электронной подписи;\n2.  Перейдите в раздел "Моя организация", далее "Список пользователей". Откроется список пользователей;\n3.  Нажмите кнопку "Добавить пользователя". Откроется форма "Заявка на добавление пользователя";\n4.  Заполните все обязательные поля, не выбирая сертификат электронной подписи из списка;\n5.  Нажмите кнопку "Отправить".Заявка на добавление пользователя будет утверждена автоматически в течение 10-15 минут."	Editorial
Удаление сертификата из личного кабинета другой организации	"Для удаления сертификата из Личного кабинета направьте официальное письмо на адрес электронной почты [info223@rts-tender.ru](mailto:info223@rts-tender.ru). Письмо должно быть офорлено на имя Генерального директора ООО "РТС-тендер" Лишенкова Владимира Николаевича и содержать:*   Просьбу удалить сертификат Пользователя;\n*   ФИО пользователя, отпечаток сертификата или открытый ключ сертификата, который необходимо удалить;\n*   ИНН, КПП и наименование организации, из личного кабинета которой необходимо удалить сертификат;\n*   Причину, на основании которой сертификат должен быть удален.По результату рассмотрения Вашего обращения Ответственным специалистом, Вам будет предоставлен ответ."                                                             	Editorial
Разблокирование пользователя	"Если у Вас имеется другой пользователь, у которого не истек срок действия сертификата, то вы можете самостоятельно разблокировать нужного пользователя.Для разблокировки пользователя:1.  Войдите в Личный кабинет по действующей электронной подписи;\n2.  Перейдите в раздел "Моя организация"/ Информация об организации" далее по ссылке "Список пользователей". В предложенном списке найдите пользователя, которого требуется разблокировать;\n3.  Нажмите на ФИО пользователя и в нижней части  формы "Информация о пользователе" нажмите кнопку "Разблокировать пользователя".Если пользователь один (заблокированный) или нет другого пользователя с действующим сертификатом, то для разблокирования пользователя направьте на адрес электронной почты [info223@rts-tender.ru](mailto:info223@rts-tender.ru) сканированную копию официального письма, оформленного на фирменном бланке организации на имя Генерального директора ООО "РТС-тендер" Лишенкова Владимира Николаевича, с просьбой разблокировать пользователя. В письме укажите:*   Название организации, ИНН, КПП;\n*   ФИО Пользователя;\n*   Отпечаток сертификата;\n*   Кодовую фразу того Пользователя, которого необходимо разблокировать.По результату рассмотрения Вашего обращения Ответственным специалистом Вам будет предоставлен ответ."	Editorial
Блокирование Пользователя в Личном кабинете	"Заблокировать пользователя Вы можете самостоятельно. Для этого: 1.  Войдите в Личный кабинет по действующей электронной подписи; \n2.  Перейдите в раздел "Моя организация"/ Информация об организации", далее по ссылке "Список пользователей". В предложенном списке найдите пользователя, которого требуется заблокировать; \n3.  Нажмите на ФИО пользователя и в нижней части формы "Информация о пользователе" нажмите кнопку "Заблокировать пользователя". \n4.  В открывшемся окне укажите причину блокирования и нажмите кнопку "Да".	Editorial
Активирование сертификата пользователю	**Ответ Оператора: "**Для активирования / деактивирования сертификата:1.  Войдите в Личный кабинет по электронной подписи или логину - паролю в форму редактирования информации о пользователе  "Моя организация" / "Информация об организации" / ссылка "Перейти к списку" в строке "Список пользователей" / нажать на ФИО пользователя / в правом нижнем углу нажать кнопку "Редактировать");\n2.  Поставьте / уберите галочку в чек-боксе "Активен";\n3.  Нажмите кнопку "Отправить";\n4.  Заявка на изменение будет подписана электронной подписью и утвердится системой автоматически в течени 10-15 минут.	Editorial
Просмотр печатной формы извещения	Для просмотра печатной формы извещения: **Способ 1:**1.  Откройте извещение;\n2.  Перейдите в раздел "Документы";\n3.  Нажмите "Открыть" в поле "Печатная форма извещения".**Способ 2:**1.  Найдите и откройте процедуру через разширенный поиск;\n2.  Нажмите значок "Печать" в последнем столбце отобразившегося извещения.	Editorial
Рассылка приглашений на участие в процедуре	​Приглашения на участие в аукционе по ПП РФ №615 направляются тем Участникам, которые были включены в Реестр квалифицированных подрядных организаций по конкретному предмету предварительного отбора и регион из юридического адреса данного Поставщика совпадает с регионом из юридического адреса Организатора аукциона. Уведомления направляются автоматически после публикации процедуры в Личный кабинете Участника и на адрес электронной почты.	Editorial
Транзакции/экспорт в Excel	 Для транзакций необходимо:1.  Войдите в Личный кабинет;\n2.  Перейдите в раздел "Финансы и документы"/"Счета и транзакции";\n3.  Нажмите на номер виртуального счета;\n4.  В вверху формы нажмите на кнопку "Транзакции", откроется список транзакций.Для удобства поиска заблокированных денежных средств можно воспользоваться функцией экспорта транзакций в Excel. Для выгрузки в  в Excel  нажмите на кнопку "Экспорт в Excel ".В форме Excel есть возможность отфильтровать заявки по интересующему Вас критерию.	Editorial
Формирование отчета	 Для того чтобы сформировать отчет:1.  В Личном кабинете перейдите в раздел "Отчеты";\n2.  Укажите период и выберите из выпадающего списка "Тип даты" нужное значение: "Дата публикации" или "Дата подведения итогов" (дата последнего протокола по закупке);\n3.  Нажмите кнопку "Сформировать отчет".Сформированный отчет будет выгружен в формате xlsx.	Editorial
Настройка опции для работы по ПП РФ №615	**Для Операторов: **Редактирование настроек по ПП РФ №615 в Личном кабинете Заказчика недоступно.В случае поступления обращений от Заказчика (регионального представителя) о необходимости включить/отключить опции для работы в качестве Органа по ведению реестра/Заказчика по ПП РФ №615 необходимо поставить задачу по шаблону "Редактирование настроек в ЛК заказчика (615-ПП)"	Editorial
Характеристика Постановления № 615	 "В соответствии с Постановлением № 615 проведение закупок для выполнения работ по капитальному ремонту общего имущества в многоквартирном доме будет осуществляться через электронные аукционы. Для того, чтобы к закупкам были допущены только добросовестные подрядчики, предлагается проводить первоначальный отбор компаний для формирования Реестра квалифицированных подрядных организаций. Организация включается в реестр сроком на три года. Помимо Регионального реестра будет вестись Сводный федеральный реестр квалифицированных подрядных организаций. Только компании, вошедшие в Реестр, смогут участвовать в электронных аукционах по конкретному предмету закупки. Таким образом, Постановлением определен порядок привлечения Органом исполнительной власти (органом по ведению реестра) Участников (подрядных организаций) для выполнения работ. В частности, предусмотрено проведение предварительного отбора подрядных организаций, по итогам которого будет сформирован Реестр квалифицированных подрядных организаций. Определены особенности осуществления Заказчиком (региональным оператором) закупок. Установлено, что электронный аукцион проводится на электронной площадке, путем снижения начальной (максимальной) цены договора с шагом аукциона от 0,5 до 5 процентов. Договор об оказании услуг заключается с победителем аукциона, с учетом установленных особенностей". 	Editorial
Сроки по предварительному отбору 	*Срок рассмотрения заявок на участие по первому предварительному отбору не может превышать 30 дней со дня окончания приема заявок. Первый предварительной отбор должен быть проведен до 15 октября 2016 г. (п. 49 раздела 2).	Editorial
Причины и последствия признания предварительного отбора несостоявшимся 	Причины признания предварительного отбора несостоявшимся:*   Подано 0 заявок на участие (ни подано ни одной заявки) - Орган по ведению реестра вправе объявить предварительный отбор повторно (п. 47 раздела 2);\n*   Подана единственная заявка на участие - если заявка соответствует требованиям, то Участник включается в Реестр квалифицированным подрядных организаций. Орган по ведению реестра вправе объявить предварительный отбор повторно (п. 46 раздела 2);\n*   Допущено 0 заявок (невключение в реестр квалифицированных подрядных организаций всех Участников, подавших заявки) - Орган по ведению реестра вправе объявить предварительный отбор повторно.	Editorial
Ведение Реестра квалифицированных подрядных организаций	Орган по ведению реестра включает в Реестр квалифицированных подрядных организаций информацию об Участниках, в отношении которых принято решение о включении в Реестр квалифицированных подрядных организаций. Реестр квалифицированных подрядных организаций размещается в ЕИС и на официальном сайте органа по ведению реестра.Период, на который подрядная организация включается в Реестр квалифицированных подрядных организаций - 3 года.Участник исключается из Реестра квалифицированных подрядных организаций в случае:*   Истечения периода, на который подрядная организация была включена в Реестр квалифицированных подрядных организаций;\n*   Приостановления действия или отзыва у подрядной организации свидетельства саморегулируемой организации (СРО), лицензии на осуществление деятельности по сохранению объектов культурного наследия (памятников истории и культуры) народов Российской Федерации - в части соответствующего предмета электронного аукциона;\n*   Проведения ликвидации подрядной организации или принятия арбитражным судом решения о признании подрядной организации банкротом и об открытии конкурсного производства;\n*   Приостановления деятельности подрядной организации в порядке, предусмотренном Кодексом Российской Федерации об административных правонарушениях;\n*   Включения сведений о подрядной организации в Реестр недобросовестных поставщиков, ведение которого осуществляется уполномоченным федеральным органом исполнительной власти;\n*   Включения сведений о подрядной организации в Реестр недобросовестных подрядных организаций, ведение которого осуществляется федеральным органом исполнительной власти;\n*   Наличия договора на выполнение работ (оказание услуг), аналогичных предмету предварительного отбора по предмету электронного аукциона, право принять участие в котором имеет подрядная организация, расторгнутого по решению суда или расторгнутого одной из сторон договора в случае существенных нарушений участником предварительного отбора условий договора, - в части соответствующего предмета электронного аукциона;\n*   Поступления сведений о наличии у индивидуального предпринимателя, либо у руководителя, членов коллегиального исполнительного органа или главного бухгалтера юридического лица, являющегося подрядной организацией судимости за преступления в сфере экономики;\n*   Уклонения участника электронного аукциона, проведенного в соответствии с Положения, от заключения договора об оказании услуг;\n*   Выявления недостоверных сведений, содержащихся в документах, представленных участником предварительного отбора, включенным в реестр квалифицированных подрядных организаций.В случае установления одного из указанных фактов комиссия по проведению предварительного отбора в срок не позднее 5 рабочих дней, следующих после дня установления таких фактов, принимает решение об исключении Участника из Реестра квалифицированных подрядных организаций. Протокол об исключении Участника из Реестра квалифицированных подрядных организаций в срок не позднее 3 дней направляется в Орган по ведению реестра. В течение 2 рабочих дней со дня поступления протокола Орган по ведению реестра исключает из Реестра квалифицированных подрядных организаций Участника полностью или в части соответствующего предмета электронного аукциона.В случае изменения сведений об Участнике (подрядной организации), содержащихся в Реестре квалифицированных подрядных организаций, Участник обязан в срок не позднее 10 дней уведомить Орган по ведению реестра о таких изменениях с приложением подтверждающих документов. Орган по ведению реестра, получивший такие документы в течение одного рабочего дня размещает информацию в Реестре квалифицированных подрядных организаций.	Editorial
Общий порядок проведения процедуры	Порядок проведения процедуры делится на 2 этапа:1.  Проведение предварительного отбора. Осуществляет Орган по ведению реестра. Результатом этого этапа является внесение допущенных Участников в Реестр квалифицированных подрядных организаций;\n2.  Проведение электронного аукциона. Осуществляет Заказчик. Результатом этого этапа является определение победителя и заключение с ним договора на выполнение работ.	Editorial
Этапы проведения предварительного отбора	Этапы проведения предварительного отбора:1.  Публикация извещения (публикует извещение Орган исполнительной власти, при необходимости могут быть внесены изменения в извещение);\n2.  Прием заявок (Участники могут подавать заявки, отзывать и вносить изменения, в поданные заявки. При необходимости могут быть направлены запросы на разъяснение документации);\n3.  Рассмотрение заявок (комиссия по проведению предварительного отбора рассматривает заявки, Орган исполнительной власти размещает протокол проведения предварительного отбора);\n4.  Завершена.После того как подведены итоги предварительного отбора сведения об У частниках автоматически попадают в Реестр квалифицированных подрядных организаций, который размещен в Личном кабинете Органа по ведению реестра.	Editorial
Основные понятия по Постановлению № 615 	**Предварительный отбор** - совокупность действий, являющихся частью процедуры закупки (торгов), в результате которых осуществляется формирование Реестра квалифицированных подрядных организаций субъекта Российской Федерации, Сводного реестра квалифицированных подрядных организаций, имеющих право принимать участие в закупках, предметом которых является оказание услуг и (или) выполнение работ по капитальному ремонту общего имущества в многоквартирном доме на территории субъекта Российской Федерации, проводившего предварительный отбор.**Реестр квалифицированных подрядных организаций** - сформированный органом исполнительной власти субъекта Российской Федерации, уполномоченным субъектом Российской Федерации на ведение Реестра квалифицированных подрядных организаций, в котором содержится предусмотренная настоящим Положением информация о подрядных организациях, которые имеют право принимать участие в электронном аукционе по установленному предмету электронного аукциона.**Орган по ведению реестра** - орган исполнительной власти субъекта Российской Федерации, уполномоченный субъектом Российской Федерации на ведение Реестра квалифицированных подрядных организаций;**Заказчик **- региональный оператор, органы местного самоуправления и (или) государственные, муниципальные бюджетные, казенные учреждения, осуществляющие функции технического Заказчика.**Участник предварительного отбора** - юридическое лицо независимо от организационно-правовой формы, формы собственности или индивидуальный предприниматель, претендующие на включение в Реестр квалифицированных подрядных организаций.	Editorial
Предмет проведения предварительного отбора 	**Ответ Оператора: "**Предварительный отбор подрядных организаций проводится для выполнения работ по последующим предметам электронного аукциона:*   Выполнение работ по капитальному ремонту общего имущества многоквартирных домов;\n*   Выполнение работ по капитальному ремонту общего имущества многоквартирных домов, являющихся объектами культурного наследия, выявленными объектами культурного наследия;\n*   Выполнение работ по ремонту или замене лифтового оборудования, признанного непригодным для эксплуатации, ремонт лифтовых шахт (далее - лифты);\n*   Выполнение работ по оценке технического состояния и проектированию капитального ремонта общего имущества многоквартирных домов, в том числе по замене лифтов;\n*   Выполнение работ по оценке технического состояния и проектированию капитального ремонта общего имущества многоквартирных домов, являющихся объектами культурного наследия, выявленными объектами культурного наследия;\n*   Выполнение работ по оценке соответствия лифтов требованиям технического регламента Таможенного союза 011/2011 "Безопасность лифтов" (ТР ТС 011/2011), утвержденного решением Комиссии;\n*   Таможенного союза от 18 октября 2011 г. № 824 "О принятии технического регламента Таможенного союза "Безопасность лифтов" (далее - технический регламент);\n*   Оказание услуг по осуществлению строительного контроля".	Editorial
Обеспчение заявки на участие в электронном аукционе	"Согласно пункта 129 раздела 3 ПП РФ № 615 размер обеспечения заявки на участие в электронном аукционе составляет от 1.2%  до 5 % от НМЦ, или 1% от НМЦ, если она не превышает 3 млн. рублей.  	Editorial
Обеспечение исполнения договора итогам электронного аукциона	"Согласно пункта 129 раздела 3 ПП РФ № 615 размер обеспечения исполнения договора итогам электронного аукциона не может превышать 30 % от НМЦ договора, указанной в извещении".Согласно пунктам 205, 206 ПП РФ № 615 исполнение договора об оказании услуг обеспечивается:*   банковской гарантией, выданной банком, включенным в перечень банков, отвечающих установленным требованиям для принятия банковских гарантий в целях налогообложения, предусмотренный 54 статьей 741 Налогового кодекса Российской Федерации;\n*   обеспечительным платежом.	Editorial
Сроки по электронному аукциону		Editorial
Порядок проведения аукциона по ПП РФ № 615	Электронный аукцион проводится путем снижения НМЦ договора, указанной в извещении о проведении электронного аукциона. Величина снижения НМЦ договора (шаг аукциона) составляет от 0,5 процента до 5 процентов НМЦ договора. При проведении электронного аукциона его участники подают предложения о цене договора, предусматривающие снижение текущего минимального предложения на величину в пределах шага аукциона. При проведении электронного аукциона любой его участник также вправе подать предложение о цене договора независимо от шага аукциона.При проведении электронного аукциона его участники подают предложения о цене договора с учетом следующих требований:*   Участник аукциона не вправе подать предложение о цене договора, равное ранее поданному этим участником предложению о цене договора или большее чем оно, а также предложение о цене договора, равное нулю;\n*   Участник аукциона не вправе подать предложение о цене договора, которое ниже, чем текущее минимальное предложение о цене договора, сниженное в пределах шага аукциона;\n*   Участник аукциона не вправе подать предложение о цене договора, которое ниже, чем текущее минимальное предложение о цене договора в случае, если текущее минимальное предложение подано таким участником электронного аукциона.В случае если участником электронного аукциона предложена цена договора, равная цене, предложенной другим участником аукциона, лучшим признается предложение о цене договора, поступившее раньше.При проведении электронного аукциона устанавливается время приема предложений о цене договора, составляющее 10 минут от начала проведения аукциона до истечения срока подачи предложений о цене договора, а также 10 минут после поступления последнего предложения о цене договора. Время, оставшееся до истечения срока подачи предложений о цене договора, обновляется автоматически. Если в течение указанного времени не поступило ни одного предложения о более низкой цене договора, такой аукцион автоматически завершается.В случае если при проведении электронного аукциона цена договора об оказании услуг снижена до 50 % от начальной (максимальной) цены договора, такой аукцион прекращается, вторая фаза торгов не проводится.**В извещении указаны следующие параметры аукционного торга:**Шаг аукциона: от 0,50% до 5,00% от НМЦ;Автоматическое продление торга: Да (время окончания аукциона будет продлеваться при подаче ценового предложения, снижающего текущее минимальное ценовое предложение);Время ожидания ценового предложения (мин): 10 мин.;Улучшение своего предложения без снижения текущего минимального: Да (параметр определяет возможность подачи «догоняющего» ценового предложения, которое улучшает предложение Участника без понижения текущего лучшего предложения);Проводить вторую фазу (аукцион за второе место): Да (параметр позволяет переводить аукцион на вторую фазу, когда длительность фиксирована, Победитель определен, улучшение текущего минимального предложения не возможно);Длительность второй фазы (в минутах): 10 мин.;Торг с нижним пределом снижения цены: Да (параметр определяет, что аукцион завершится при достижении ценового предложения, равного величине параметра «Завершение торга при снижении до, % от НМЦ»);Завершение торга при снижении до, % от НМЦ: 50 %.	Editorial
