Question	Answer	Source
Получение банковской гарантии	1.  Уточните контактные данные Пользователя: Наименование организации, ИНН, ФИО контактного лица;\n2.  Уточните вопрос Пользователя;\n3.  Поставьте задачу в Мегаплане по шаблону "Клиент сервиса Fintender. "Вы можете получить банковскую гарантию для обеспечения заявки на участие в закупке (при условии, что в извещении указан вид обеспечения заявки "Банковская гарантия или денежные средства") или обеспечения исполнения договора. Для этого с главной страницы РТС-тендер перейдите в раздел "Финансовые сервисы". В случае возникновения вопросов по получению услуг финансового сопровождения и корректному заполнению заявки Вы можете получить подробную информацию в отделе Финансовых сервисов площадки РТС-тендер, специалисты которого окажут бесплатное сопровождение от заполнения заявки до получения услуги. Предоставьте, пожалуйста, следующую информацию:*   Наименование организации;\n*   ИНН;\n*   ФИО контактного лица;\n*   Уточните Ваш вопрос.Информация будет передана ответственным специалистам. Специалист отдела финансовых сервисов свяжется с Вами в ближайшее время".	Editorial
Шаблоны протоколов	В письме (письмо не официальное) должна содержаться следующая информация:*   форма шаблона протокола в формате Word;\n*   вид процедуры и параметры, при которых используется данный шаблон протокола (зависит от количества поданных заявок);\n*   контактное лицо для взаимодействия;\n*   желательный срок подготовки шаблона.Срок предоставления шаблона протокола может быть изменен Специалистами ЭП в зависимости от сложности исполнения. "На площадке при публикации протоколов предусмотрены два способа формирования печатных форм протоколов:*   С использованием шаблона ЭП;\n*   С использованием собственного шаблона организации.Выбор шаблона производится при формировании протокола. Площадка предлагает системные шаблоны протоколов, при этом стандартные шаблоны могут быть заменены на собственные шаблоны Заказчика. Шаблон, созданный Заказчиком, интегрируется в систему и может быть использован при публикации протоколов. При необходимости шаблон может быть установлен шаблоном по умолчанию (будет использоваться автоматически при печати и публикации протокола).Для просмотра и добавления шаблонов протоколов войдите в Личный кабинет, далее "Моя организация"/"Шаблоны документов".**Для добавления шаблона протокола:**1.  В Личном кабинете перейдите в раздел "Моя организация" / "Шаблоны документов";\n2.  Нажмите кнопку "Добавить";\n3.  Откроется форма "Основные сведения о шаблоне документа", заполните обязательные поля:*   Наименование шаблона;\n*   Тип процедуры (выбор способа закупки, для которой будет добавлен шаблон);\n*   Тип шаблона (выбор типа протокола, для которого будет использоваться шаблон);\n*   Видимость шаблона (Для всех пользователей / Для пользователя);1.  Прикрепите файл протокола (ссылка "Прикрепить файл");\n2.  Укажите возможность использования шаблона при автоматическом выборе:*   Не использовать шаблон при автоматическом выборе (в форме протокола Заказчик будет вручную выбирать нужный шаблон из списка);\n*   Использовать при автоматическом выборе для всех пользователей организации (в форме протокола шаблон будет отображаться автоматически, исходя из заданных данных)\n*   Использовать при автоматическом выборе только для пользователя, создавшего шаблон (в форме протокола шаблон будет отображаться автоматически, исходя из заданных данных, при условии, что этот протокол и этот шаблон созданы одним пользователем)1.  Если выбран автоматический выбор шаблона, то необходимо заполнить "Настройки автоматического использования шаблона документа" (указать количество поданных и количество допущенных заявок);\n2.  Если сведения о шаблоне заполнены, нажать кнопку "Сохранить".Созданный шаблон можно изменить или удалить."	Editorial
Перечень уведомлений, направляемых Участнику	**Типы уведомлений об участии в закупке: ***   Уведомление о направлении запроса о разъяснении по заявке на участие в закупке\n*   Подтверждение получения заявки на участие в закупке\n*   Подтверждение отзыва заявки на участие в закупке\n*   Уведомление о публикации протокола рассмотрения заявок закупки\n*   Уведомление о публикации протокола проведения аукциона закупки\n*   Уведомление об отправке на подпись контракта по закупке\n*   Уведомление о внесении изменений в направленный проект контракта закупки\n*   Уведомление о возврате на доработку контракта по закупке\n*   Уведомление о публикации протокола открытия доступа закупки\n*   Уведомление о публикации протокола оценки заявок закупки\n*   Уведомление о публикации протокола проведения переторжки закупки\n*   Уведомление о публикации протокола подведения итогов закупки\n*   Уведомление об отмене переторжки по закупке\n*   Уведомление по результатам публикации протокола первых частей для аукциона (заявка в двух частях) и редукциона (заявка в двух частях) (с указанием порядкового номера заявки Участника)**Типы уведомлений об операциях по счету:***   Уведомление о прекращении блокирования гарантийного обеспечения заявки на участие\n*   Уведомление о прекращении блокирования гарантийного обеспечения лицензионного вознаграждения (тарифа площадки)\n*   Уведомление о списании гарантийного обеспечения лицензионного вознаграждения (тарифа площадки)**Типы уведомлений о сведениях об организации:***   Уведомление об истечении срока действия сертификата электронной подписи (уведомление направляется за 10 дней до окончания срока действия сертификата)	Editorial
Получение кредита для обеспечения заявки на участие	**Ответ Оператор:** "Функционал предоставления кредитных денежных средств для обеспечения заявки на участие по процедурам, размещенным на площадке на данный момент находится в разработке".	Editorial
Партнерские связи	Если у Организатора в Личном кабинете включена опция "Разрешить публикацию протоколов заказчикам", то Заказчик, для которого проводится закупка, сможет публиковать протоколы. "Чтобы разместить закупку для другого Заказчика необходимо установить партнерские связи между организацией, размещающей закупку за Заказчика, и организацией Заказчика, для которой размещается закупка.В зависимости от того, кто инициирует установку партнерской связи (Специализированная организация или Заказчик), необходимо выполнить соответствующий порядок действий.**Если Вы являетесь Специализированной организацией, то для направления запроса на установку партнерской связи:**1.  В Личном кабинете войдите в раздел "Моя организация" / "Мои полномочия в закупках партнеров";\n2.  Нажмите кнопку "Запросить полномочия";\n3.  Заполните обязательные поля в форме "Запрос на установление связи": поле "Организация партнер", "Наименование связи".Выбор организации партнера осуществляется из списка аккредитованных организаций на электронной площадке.Выберите полномочия пользователя:Право представителя на электронной площадке – при установке параметра Специализированной организации открывается возможность публикации извещений для Заказчика и проведения этой опубликованной закупки, включая подписание договора (подписание возможно и Специализированной организации и Заказчику). Специализированная организация может видеть только те закупки, которые были опубликованы для Заказчика, остальные закупки Заказчика в Личном кабинете Специализированной организации не отображаются.Право просмотра отчетности по закупкам – при установке параметра пользователь сможет просматривать отчетность Заказчика. Примечание: на данный момент этот параметр не работает, т.к. возможность создания отчетов Заказчиками будет добавлена в будущих релизах.    1.  Нажмите кнопку "Запросить доступ".Запрос доступа будет успешно отправлен.**Если Вы являетесь Заказчиком, которому требуется подтвердить поступивший запрос:**1.  В Личном кабинете войдите в раздел "Моя организация" / "Полномочия партнеров в моих закупках";\n2.  Во вкладке "Подтверждение" нажмите на наименование связи;\n3.  В открывшейся карточке партнерской связи Вы можете внести изменения (отредактировать наименование связи и права пользователя). Для подтверждения связи нажмите кнопку "Активировать". Подтвержденная связь отобразится во вкладке "Активна". После подтверждения откроется возможность внести изменения в карточку партнерской связи или ее деактивировать.Специализированная организация со своей стороны может только деактивировать связь, поля для редактирования карточки неактивны.Удалить информацию о партнерской связи возможности нет. Если связь деактивирована, возможность активировать ее повторно имеется только у Заказчика.**Если Вы являетесь Заказчиком для делегирования доступа:**1.  В Личном кабинете перейдите в раздел "Моя организация" / "Полномочия партнеров в моих закупках";\n2.  Нажмите кнопку "Делегировать полномочия";\n3.  Выберите из списка организацию, укажите наименование связи, права пользователя и нажмите кнопку "Делегировать доступ".	Editorial
Перечень уведомлений, направляемых Заказчику	 "В Личный кабинет Заказчика поступают уведомления следующих типов:**Уведомления о заявках на аккредитацию:***   Уведомление о сохранении заявки на аккредитацию на электронной площадке РТС-тендер;\n*   Уведомление о получении заявки на аккредитацию на электронной площадке РТС-тендер;\n*   Уведомление об утверждении заявки на аккредитацию на электронной площадке РТС-тендер;\n*   Уведомление об отклонении заявки на аккредитацию на электронной площадке РТС-тендер.**Уведомления о настройках ЛК/о сведениях об организации:***   Уведомление о сохранении заявки на изменение данных организации на электронной площадке РТС-тендер;\n*   Уведомление о получении заявки на изменение данных организации на электронной площадке РТС-тендер;\n*   Уведомление об утверждении заявки на изменение данных организации на электронной площадке РТС-тендер;\n*   Установлена партнерская связь;\n*   Партнерская связь изменена;\n*   Партнерская связь удалена;\n*   Уведомление об истечении срока действия сертификата электронной подписи (уведомление направляется за 10 дней до окончания срока действия сертификата).**Уведомления по процедурам:***   Уведомление об опубликовании закупки;\n*   Уведомление о публикации протокола закупки № <u> (лот №</u>);\n*   Уведомление о внесении изменений в протокол закупки № <u>(лот №</u>);\n*   Уведомление о запросе на разъяснение документации по закупке № _;\n*   Уведомление по закупке №<u> по лоту №</u> (о направлении заявок Заказчику);\n*   Уведомление о направлении разъяснения по заявке на участие в закупке № _;\n*   Уведомление об отмене определения поставщика закупки №<u> по лоту №</u>;\n*   Уведомление о подаче заявки на участие в закупке №<u>  (лот №</u>);\n*   Уведомление об отзыве заявки на участие в закупке №<u> (лот № </u>);\n*   Уведомление о количестве поданных заявок и возможном продлении сроков подачи заявок (если в извещении установлен параметр "Возможно продление сроков закупки", до окончания срока подачи заявок подана 1 или менее заявок, и срок подачи заявок истекает на следующий день (т.е. 0.00 по МСК +24 часа следующего дня)).**Уведомления по договорам (аналогичные уведомления направляются по дополнительному соглашению):***   Уведомление о подписании участником договора по закупке №<u> (лот №</u>);\n*   Уведомление об отклонении договора № <u> закупки № </u> (лот № _);\n*   Уведомление о наступлении крайнего срока подписания договора по закупке №<u> (лот №</u>);\n*   Уведомление об отказе от заключения договора участником закупки №<u> (лот №</u>). **Уведомления по согласованию извещений и протоколов с Контролирующими организациями:**  \n\n Контролирующей организации и Подконтрольной организации приходят уведомления по факту поступления / подтверждения / отклонения запросов. 	Editorial
Выгрузка информации в Excel	"В Личном кабинете Заказчика реализован функционал выгрузки информации в Excel. Для выгрузки информации по закупкам/договорам:1.  Перейдите в Личном кабинете в раздел "Закупки"/"Договоры";\n2.  Отметьте галочками те закупки/договоры;\n3.  Перейдите по ссылке "Выгрузить в Excel";\n4.  Укажите требуемое действие для файла (открыть/сохранить).Выгружаемая информация:	Editorial
Не приходят уведомления на адрес электронной почты	1.  Перейдите в раздел "Моя организация", далее в подраздел "Уведомления";\n2.  Нажмите кнопку "Настройка";*   Если статус адреса электронной почты "Не подтвержден", нажмите кнопку "Отправить письмо для подтверждения" и перейдите по ссылке, которая придет в содержании письма.\n*   Если адрес электронной почты "Подтвержден" , рекомендуйте Пользователю проверить папки "Спам", "Заблокировано", "Нежелательно".	Editorial
Не приходит уведомление для восстановления пароля Пользователя	**Решение: **Если используется свое доменное имя (отличное от mail.ru, yandex.ru и тд.), то в данном случает площадка не отправит уведомление для смены пароля. Необходимо осуществить вход в Личный кабинет по электронной подписи, отредактировать данного пользователя (сменить адрес электронной почты), дождаться утверждения заявки на редактирование. После чего вновь отправить запрос на восстановление пароля Пользователя.                                    	Editorial
Опции в Личном кабинете Заказчика	**Для Операторов: **Редактирование настроек по ПП РФ №615 в Личном кабинете Заказчика недоступно.В случае поступления обращений от Заказчика (регионального представителя) о необходимости отключить/включить опции для работы в качестве Органа по ведению реестра/Заказчика по ПП РФ №615 необходимо поставить задачу по шаблону "Согласование редактирования настроек в ЛК заказчика( 615ПП) "**Включение/выключение опций (настройка опций):**1.  В Личном кабинете перейдите в раздел "Моя организация" / "Общие настройки";\n2.  Нажмите кнопку "Редактировать";\n3.  Включите/отключите нужные опции;\n4.  Нажмите кнопку "Сохранить".**Опции и их назначение**	Editorial
Ролевая модель	Просмотреть список прав для каждой роли Заказчика и Участника можно по [ссылке](http://vtiger.sibir.rts-tender/index.php?module=Documents&view=Detail&record=1201244). "Настройка ролей и прав пользователя в Личном кабинете предназначена для ограничения и разделения полномочий между своими сотрудниками, а также сотрудниками филиалов и партнерских организаций, создания индивидуальной рабочей среды для каждого пользователя.**Право пользователя** – возможность пользователя совершать определенное действие в системе; доступ пользователя к определённой части, функционалу системы.**Роль пользователя** – атрибут пользователя, обозначающий определенную заданную совокупность прав пользователя; набор прав пользователя.У пользователя организации может быть определена одна или несколько ролей. Управление правами пользователей доступно в Личном кабинете. Для выполнения действий с ролями пользователя необходимо в Личном кабинете перейти в раздел "Моя организация" / "Роли и права". В списке ролей отобразятся системные и клиентские роли.**Системные роли пользователя** – базовые роли (без возможности изменения и удаления).Список системных ролей пользователей:**Клиентские роли пользователя** – произвольно задаваемые пользователями с правами администратора роли.**Для создания пользовательской роли необходимо:**1.  В списке ролей нажать кнопку "Добавить роль";\n2.  Указать наименование роли;\n3.  При необходимости ввести дополнительное описание;\n4.  Нажать кнопку "Сохранить";\n5.  Указать права (при выборе прав автоматически указываются все действия в рамках этих прав, администратор может ограничить действия пользователя, сняв галочки напротив действий);\n6.  Нажать кнопку "Сохранить".Созданная роль отобразится в списке ролей. Клиентские роли могут быть изменены или удалены.В соответствии с целями организации в системе можно создать произвольное количество клиентских ролей. Также, одному пользователю может быть назначено произвольное количество ролей, при этом такой пользователь будет обладать всеми правами, входящими в назначенные роли.**Для добавления роли пользователю необходимо:**1.  В разделе "Моя организация" перейти к "Списку пользователей";\n2.  Напротив нужного пользователя нажать на ссылку "Настроить права доступа";\n3.  Откроется страница "Настройка ролей пользователя". В таблице в столбце "Роль выбрана" отметить роли, которые требуется предоставить пользователю;\n4.  Нажать кнопку "Сохранить";Добавленная роль отобразится в столбце "Роли" в "Списке пользователей".**Основные действия с ролями в Личном кабинете:***   Создание роли;\n*   Просмотр роли;\n*   Изменение роли;\n*   Удаление роли."	Editorial
Создание и добавление дополнительных полей	 В Личном кабинете добавлена возможность создавать собственные дополнительные поля, которые будут отражаться:*   в карточке закупки;\n*   в сведениях о лоте;\n*   в карточке договора;\n*   в карточке сведений об исполнении договора;\n*   в карточке сведений о расторжении договора.**Создание дополнительных полей**Для создания дополнительного поля:1.  В Личном кабинете перейдите в раздел "Моя организация" / "Реестр дополнительных полей";\n2.  Откроется страница "Реестр дополнительных полей", нажмите кнопку "Создать";\n3.  Откроется форма "Создание дополнительного поля";\n4.  Заполните обязательные поля:Наименование поля;Объект – из выпадающего списка необходимо выбрать, где будет размещено поле (Закупка, Лот, Договор, Сведения об исполнении, Сведения о расторжении);Тип значения –  из выпадающего списка необходимо выбрать, каким образом будет указываться информация в поле:*   Строка – пропишите нужную информацию в поле;\n*   Целое число – пропишите числовое значение в поле (возможно указание только целых чисел);\n*   Число с запятой - пропишите числовое значение в поле (возможно указание числовых значений до сотых);\n*   Булево значение – укажите значение "Да" (включите чек-бокс) / "Нет" (отключите чек-бокс);\n*   Дата и время – из календаря выберите дату и время;\n*   Значение из дополнительного списка – выберите значения из выпадающего списка, которые указаны в дополнительном справочнике (см. ниже Создание дополнительного справочника).\n*   Активность поля.1.  Нажмите кнопку "Сохранить".Поле "Код, используемый в интеграции" не обязательно для заполнения. При указании кода информация о дополнительных полях в ЕИС не интегрируется.Дополнительное поле создано и будет отображаться в общем списке в "Реестре дополнительных полей". А так же созданные дополнительные поля отобразятся в том объекте, который указал Заказчик. Отобразятся только те поля, которые отмечены как активные. **Просмотр созданных дополнительных полей**Дополнительные поля отображаются только в Личном кабинете Заказчика и Организатора закупки.Отображение дополнительного поля в "Лоте" процедуры - дополнительные поля отображаются в разделе "Информация о лоте" / "Дополнительные параметры лота".Отображение дополнительного поля черновике извещения - дополнительные поля отображаются внизу страницы, под разделом "Документы".**Создание дополнительного справочника**Для создания дополнительного справочника:1.  В Личном кабинете перейдите в раздел "Моя организация" / "Реестр справочников";\n2.  Откроется страница "Реестр справочников", нажмите кнопку "Добавить";\n3.  Заполните поле "Наименование", отметьте активность;\n4.  Нажмите кнопку "Сохранить";\n5.   Откроется страница "Редактирование справочника";\n6.  В разделе "Сведения об элементах справочника" нажмите кнопку "Добавить значение справочника";\n7.  Введите значение справочника и укажите актуальность этого значения (из выпадающего списка). Для добавления нового значения необходимо нажимать кнопку "Добавить значение справочника". Таких значений может быть неограниченное количество;\n8.  Если сведения о справочнике заполнены, нажмите кнопку "Сохранить". Сведения о созданном справочнике отобразятся в "Реестре справочников".**Создание дополнительных полей с использованием созданного справочника**Для создания дополнительных полей с использованием созданного справочника:1.  Перейдите в "Реестр дополнительных полей", нажмите кнопку "Создать";\n2.  Заполните стандартно форму, выбрав из выпадающего списка "Тип значения" - "Значение из дополнительного справочника";\n3.  Отобразится поле "Справочник". Нажмите кнопку "Выбрать";\n4.  Откроется окно "Поиск справочника", где будут отображаться только актуальные (активные) справочники;\n5.  Выберите справочник из списка;\n6.  Нажмите кнопку "Сохранить".Дополнительное поле сохранится со значениями из выбранного справочника. Далее при публикации объекта появится возможность в дополнительном поле выбрать значение из справочника.	Editorial
Визуализация	 "Для удобства работы Пользователей на площадке реализована визуализация сроков выполнения действий по аукционам и контрактам в виде значка треугольника. Треугольники отображаются в разделах "Закупки", "Договоры".Наличие треугольника означает, что требуется выполнить какое-либо действие: рассмотреть заявки, направить или подписать контракт.Предусмотрена цветовая индикация треугольников:*   Красный – срок требуемого действия истек;\n*   Желтый – до окончания срока осталось менее суток (смена треугольника на следующий цвет - красный, происходит по истечении 12 часов со времени исполнения требуемого действия);\n*   Зеленый – срок требуемого действия уже начался (осталось более суток).	Editorial
Рабочие группы	 В форме извещения, в карточке договора добавлена кнопка "Рабочие группы". Прикрепление рабочих групп к закупке, договору реализовано для ограничения доступа к процедурам. В случае добавления рабочих групп (ограничения доступа) только пользователи данных рабочих групп будут иметь возможность видеть и управлять закупкой, договором в Личном кабинете Заказчика. Для участников рабочих групп права доступа к закупке, договору регулируются системными правами (ролями) пользователя.В случае добавления рабочих групп (ограничения доступа) только пользователи данных рабочих групп имеют возможность просматривать уведомления, направляемые Организатору в процессе проведения закупки, заключения договора.**Для создания рабочей группы:**1.  В Личном кабинете перейдите в раздел "Моя организация" / "Рабочие группы";\n2.  Откроется "Список рабочих групп";\n3.  Нажмите кнопку "Создать";\n4.  Заполните карточку рабочей группы:*   "Наименование" - укажите наименование рабочей группы (поле обязательное для заполнения);\n*   "Активная" - активность (актуальность) создаваемой/созданной рабочей группы определяется установкой галочки в чек-бокс;\n*   "Доступ ко всем закупкам и договорам" - параметр настройки доступа рабочей группы к закупкам, определяется установкой галочки в чек-бокс;\n*   Список сотрудников - выбор сотрудников, которые будут входить в рабочую группу;1.  Нажмите кнопку "Сохранить".Созданная рабочая группа отобразится в общем списке.**Для прикрепления рабочей группы к закупке:**1.  В Личном кабинете перейдите в раздел "Закупки" и откройте нужную закупку;\n2.  Вверху страницы нажмите кнопку "Рабочие группы";\n3.  В открывшемся окне выберите нужную рабочую группу;\n4.  Нажмите кнопку "Сохранить". **Для прикрепления рабочей группы к договору:**1.  В Личном кабинете перейдите в раздел "Договоры" и откройте нужную карточку договора;\n2.  Внизу страницы нажмите кнопку "Рабочие группы";\n3.  В открывшемся окне выберите нужную рабочую группу;\n4.  Нажмите кнопку "Сохранить". 	Editorial
Система обратной связи	"В систему Обратной связи Оператор электронной площадки направляет уведомления о событиях системы. С помощью системы Обратной связи Вы можете направлять сообщения Участникам/Заказчикам, зарегистрированным на площадке. Все уведомления, направляемые Оператором площадки, отображаются в Личном кабинете Участника в разделе "Система обратной связи". Если сообщения / уведомления нет в предложенном списке, снимите галочку в поле "Непрочитанные" и нажмите кнопку "Поиск". Для удобства работы с электронной корреспонденцией информация разбита на 2 раздела:*   Входящие сообщения;\n*   Отправленные сообщения.В разделе "Входящие сообщения" размещаются все сообщения, направленные как автоматически при совершении событий в системе, так и пользователями Заказчиков, Участников, Оператора электронной площадки. Для отправки сообщения:Оператор оповещает пользователей о всех событиях в системе, в том числе о сроках завершения тех или иных процедур, все уведомления Оператора находятся в соответствующем разделе "Системные".	Editorial
Реестр квалифицированных подрядных организаций	 Для проведения закупок с ограниченным участием в Личном кабинете реализована возможность ведения Реестра квалифицированных подрядных организаций. При проведении закупки с ограниченным участием Вы можете выбрать нужный перечень квалифицированных поставщиков, из данного списка автоматически будут загружаться Участники.  \n\n**Создание перечня квалифицированных поставщиков**1.  В Личном кабинете перейдите в раздел "Моя организация", далее "Реестр квалифицированных подрядных организаций";\n2.  Нажмите кнопку "Создать перечень";\n3.  Откроется форма "Создание перечня квалифицированных поставщиков". Укажите необходимые сведения: наименование, дата начала действия квалификации, дата окончания действия квалификации, обоснование формирования, прикрепите документ (при необходимости);\n4.  Для добавления списка Участников нажмите кнопку "Добавить поставщика";\n5.  Для сохранения сформированного перечня нажмите кнопку "Сохранить". Сохраненный перечень в разделе "Реестр квалифицированных подрядных организаций".  \n\n**Редактирование перечня квалифицированных поставщиков**  1.  В Личном кабинете перейдите в раздел "Моя организация", далее "Реестр квалифицированных подрядных организаций";\n2.  Выберите нужный перечень;\n3.  Нажмите кнопку "Редактировать";\n4.  Откроется перечень квалифицированных поставщиков. Внесите необходимые изменения (возможно добавление новых Поставщиков. Редактирование или исключение уже имеющихся вохможно при открытии сведений о контрактном контрагенте);\n5.  Нажмите кнопку "Сохранить". 	Editorial
