Question	Answer	Source
При заполнении заявки на участие страница обновляется, прикрепленные файлы исчезают 	**Решение:** Рекомендуйте выполнить действие через другой браузер.	Editorial
Заявка на участие после отправки остается в статусе "Формирование" 	**Для оператора: **Если предложенные действия не помогли решить проблему, необходимо сообщить пользователю, что информация будет передана техническим специалистам. Оператору необходимо поставить задачу на 3-ю линию технической поддержки. В задаче указать: ИНН, наименование организации, суть проблемы, номер аукциона, на который подается заявка, а также контактные данные пользователя. После решения проблемы ответственным специалистом необходимо связаться с пользователем и сообщить о решении.**Причины:***   Пользователь заполнил не все предусмотренные Заказчиком разделы заявки;\n*   Истек срок подачи заявок;\n*   Версия браузера IE 8;\n*   Низкая скорость интернет-соединения.**Решение: **1.  Рекомендуйте пользователю заполнить все обязательные разделы заявки;\n2.  Осуществите проверку срока окончания подачи заявок;\n3.  Переустановите утилиту КриптоПро CADESCOM, удалив прежнюю версию с компьютера ("Пуск" - "Панель управления" - "Программы и компоненты"/ "Установка удаление программ" - найдите и выделите в списке КриптоПро CADESCOM и нажмите "Удалить"). Скачайте и установите с сайта КриптоПро актуальную версию CADESCOM, в зависимости от разрядности оперционной системы. (Главная страница сайта - меню "Загрузка" - КриптоПро CADESCOM актуальная версия);\n4.  Осущетсвите действие черз другой браузер (IE 11, Opera, Mozilla Firefox).	Editorial
Value cannot be null Parameter name:s 	**Решение:** Выполните действия через браузер <span style="color:rgb(51, 51, 51); font-family:arial,sans-serif; font-size:10pt">Internet Explorer.</span>	Editorial
Подписываемые данные не соответствуют их подписи	**Решение: **1.  Измените режим браузера (повысьте или понизьте, в зависимости от того, какой режим установлен сейчас (см.ст. "[Изменение режима браузера](http://vtiger.sibir.rts-tender/index.php?action=DetailView&module=Faq&record=3827054&start=)"));\n2.  Выполните действие через другой браузер.	Editorial
Прикрепленные файлы отображаются в виде "undefined"	**Решение: **Решением может быть любой из предложенных вариантов (наиболее распространенные решения указаны первыми):*   Очистите файлы Cookie и SSL-кэш на компьютере Пользователя, после чего перезагрузите браузер (см.ст. "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=5556) ")\n*   Отключите антивирусную программу, все плагины и надстройки браузера, защитные программы;\n*   Используйте другое интернет соединение;\n*   Понизьте версию браузера Internet Explorer до 9 (если Пользователь использует версию выше).	Editorial
Ошибка бизнес-логики	**Причина: **Появление данной ошибки может быть связано с тем, что на компьютере не были выполнены все необходимые настройки площадки.**Решение: **Решением может быть любой из предложенных вариантов (наиболее распространенные решения указаны первыми):*   Запустите программу настройки для корректной работы площадки (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n*   Переустановите личный сертификат Пользователя (см. статью "[Установка личного сертификата с RuToken, eToken](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=3646)");\n*   Убедитесь, что на компьютере установлен корневой сертификат Удостоверяющего центра, выдавшего электронную подпись. Если корневой сертификат не установлен – установите (см. статью "[Просмотр и установка корневых сертификатов (УЦ, РТС)](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=3587)");\n*   Почистите кэш и куки-файлы (см. статью "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=5556)");\n*   Проверьте версию браузера IE: если версия 11, понизить до 9 (см. статью "[Изменение режим браузера](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=3234)").1.  Сделать скриншот ошибки;\n2.  Взять контактные данные Пользователя;\n3.  Поставить задачу на 3 линию техподдержки. В задаче указать: ИНН, наименование организации, суть проблемы, приложить скриншот.	Editorial
РТС-тендер не отвечает	**Причина: **Низкая скорость интернет-соединения и большое количество (большой объем) прикрепленных файлов.**Решение: **Проверить интернет-соединение на предмет неустойчивости и низкой скорости Оператору достаточно сложно, поэтому Пользователю рекомендуется осуществить проверку самостоятельно. Для решения данной ситуации необходимо выполнить действия с прикрепляемыми файлами и браузером, через который выполняется отправка."Для отправки заявки:1.  Уменьшите размер (объем) прикрепленных файлов;\n2.  Выполните действие через другой браузер. Для этого:*   В меню пуск в папке программы Крипто Про запустите программу «Настройки ЭЦП Browser Plug-in» (ссылку откройте в Chrome, даже если по умолчанию она открывается в Internet Explorer);\n*   Нажмите в правом углу поисковой строки на красный крест и разрешите использование java-апплета всегда;\n*   Нажмите F5 для обновления страницы;\n*   Добавьте узлы [https://*.rts-tender.ru](https:) в список доверенных узлов в список доверенных узлов;\n*   Сохраните;\n*   Скопируйте ссылку с заявкой в настроенный браузер и отправьте".	Editorial
Internet Explorer не может отобразить страницу	**Решение: **1.  Запустите программу настройки для корректной работы площадки (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке") и перезагрузите браузер;\n2.  Почистите кэш и куки-файлы (см статью "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3797517)");\n3.  Проверьте, чтобы был открыт 443 порт в фаерволе у пользователя и у провайдера (см. статью "[Проверка порта 443 в фаерволе и использования прокси-сервера](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=5990)");\n4.  Возможно нелицензионная ОС Windows.	Editorial
К сожалению, Ваш браузер не поддерживается / Включен режим совместимости  	**Решение: **Отключите режим совместимости. Для этого:1.  На верхней панели браузера Internet Explorer нажмите на кнопку "Сервис";\n2.  Выберите пункт "Параметры просмотра в режиме совместимости";\n3.  Убедитесь, что в поле "Веб-узлы, добавленные к просмотру в режиме совместимости" не прописаны узлы http://.rts-tender.ru и https://.rts-tender.ru (если прописаны, удалите);\n4.  Установите галочку в чек-бокс поля "Отображать узлы интрасети в режиме предоставления совместимости", остальные снимите;\n5.  Нажмите кнопку "Закрыть" и перезагрузите браузер.	Editorial
Неверно заполнены поля "Подтверждение пароля" / "Код защиты от спама"	**Решение: **Решением может быть любой из предложенных вариантов (наиболее распространенные решения указаны первыми):*   Проверьте правильность заполнения поля "Подтверждение пароля" / "Код защиты от спама" (для корректного восприятия браузером символов, поле "Код защиты от спама" заполняется верхним регистром)\n*   Почистите кэш и куки-файлы ( см. статью "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=5556)");\n*   <span style="color:#333333;font-family:Arial, 'sans-serif';font-size:10pt;">Запустите программу настройки для корректной работы площадки (скачать:</span><span style="font-family:Calibri, 'sans-serif';font-size:11pt;"> Центр поддержки пользователей / База знаний / РТС-тендер 44-ФЗ / Участникам / Настройка программного обеспечения / п. 4 статьи "Настройка компьютера"</span><span style="color:#333333;font-family:Arial, 'sans-serif';font-size:10pt;">);</span>\n*   Выполните действия через другой браузер;\n*   Отключите все плагины и надстройки браузера, защитные программы, используйте другое интернет-соединение;\n*   Переустановите Крипто Про CADESCOM.	Editorial
Пропадают кнопки при работе 	**Для оператора: **Проблема может возникать в случае, если пользователь работает через браузер Internet Explorer 8.**Решение:**1.  Обновите версию браузера до 11 версии;\n2.  Вполните действия через другой браузер (Opera, Mozilla Firefox).	Editorial
Долго грузится страница при переходе по номеру извещения	**Причина:** Пользователь работа в браузере Internet Explorer версии 8.**Решение:** 1.  Осуществите переход через другой браузер (Mozilla Firefox, Internet Explorer 11);\n2.  Нажмите кнопку "Войти по ЭЦП" и выберите актуальный сертификат;\n3.  Перейдите в раздел "Закупки", далее в подраздел "Поиск закупок";\n4.  При помощи фильтров осуществите поиск процедуры и кликните на номер извещения.Если указанное решение не помогло, приостановите действие антивирусной программы.Для этого:1.  Откройте интерфейс пользователя AVAST;\n2.  Нажмите кнопку "Настройки" (шестеренка);\n3.  Выбрерите "Активная защита";\n4.  В блоке "Веб экран" нажмите "Настройки";\n5.  Выбрерите пункт "Исключения";\n6.  Добавьте в исключения адрес [https://*.rts-tender.ru.](https:/)	Editorial
Произошла ошибка. Попробуйте выполнить повторную попытку	1.  Проверьте версию браузера, при необходимости повысьте (см. статью "[Изменение режима браузера](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=3234)");\n2.  Отключите режим совместимости. Для этого откройте браузер Internet Explorer  и в панели браузера нажмите "Сервис", выберите "Параметры просмотра в режиме совместимости", в открывшемя окне в поле "Веб-сайты, для которых Вы выбрали просмотр в режиме совместимости" не должно быть указано http://**.rts-tender.ru и https://**.rts-tender.ru, если указано - удалить;\n3.  <span style="color:#333333;font-family:Arial, 'sans-serif';font-size:10pt;">Запустите программу настройки для корректной работы площадки (скачать:</span><span style="font-family:Calibri, 'sans-serif';font-size:11pt;"> Центр поддержки пользователей / База знаний / РТС-тендер 44-ФЗ / Участникам / Настройка программного обеспечения / п. 4 статьи "Настройка компьютера"</span><span style="color:#333333;font-family:Arial, 'sans-serif';font-size:10pt;">);</span>\n4.  Переустановите КриптоПро Browser plugin (CADESCOM);\n5.  Если работа осуществляется в браузере Mozilla Firefox или Opera, проверьте не появляются ли диалоговые окна, информирующие о заблокированном контенте. Если окно появилось, нажмите "Разрешить и запомнить";\n6.  В случае если ошибка появляется при выполнении действий  в Личном кабинете (например добавление пользователя) проверьте, осуществлен ли вход в Личный кабинет по электронной подписи или логину-паролю. Если Пользователь осуществил вход по логину-паролю, рекомендуйте войти по электронной подписи. 	Editorial
Долгая загрузка / серый экран / ничего не происходит при выборе сертификата	1.  В панели браузера нажмите "Сервис" и выберите "Свойства браузера"/ "Свойства обозревателя";\n2.  Перейдите во вкладку "Дополнительно" и нажмите кнопку "Сброс".	Editorial
Для корректной работы с сайтом рекомендуется скачать и установить последнюю версию плагина	**Решение: **Решением может быть любой из предложенных вариантов:**                                                              **	Editorial
Пустая страница при открытии извещения в Личном кабинете Участника	**Решение:**1.  <span style="color:#333333;font-family:Arial, 'sans-serif';font-size:10pt;">Запустите программу настройки для корректной работы площадки (скачать:</span><span style="font-family:Calibri, 'sans-serif';font-size:11pt;"> Центр поддержки пользователей / База знаний / РТС-тендер 44-ФЗ / Участникам / Настройка программного обеспечения / п. 4 статьи "Настройка компьютера"</span><span style="color:#333333;font-family:Arial, 'sans-serif';font-size:10pt;">);</span>\n2.  Переустановите корневой сертификат Удостоверяющего центра, выдавшего электронную подпись;\n3.  В случае если используется браузер Internet Explorer 8, рекомендуйте Пользователю обновить версию браузера до 11 или использовать другой браузер для работы;\n4.  Отключите блокирование всплывающих окон.	Editorial
Not-null property reference null transient value for Base Trade. Dealing.Domain.Document.Name 	**Причина: **Не подгрузился один из документов, прикрепляемых Пользователем. Не загруженный файл отображается в виде "​undefined".**Решение: **1.  Проверьте форму заявки на наличие файлов, отображающихся в** **виде "undefined";\n2.  Рекомендуйте удалить и повторно прикрепить не подгрузившиеся файлы.	Editorial
Ошибка на странице	**Решение: **1.  Очистите куки-файлы  и SSL-кэш (см. статью "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=5556)");\n2.  <span style="color:#333333;font-family:Arial, 'sans-serif';font-size:10pt;">Запустите программу настройки для корректной работы площадки (скачать:</span><span style="font-family:Calibri, 'sans-serif';font-size:11pt;"> Центр поддержки пользователей / База знаний / РТС-тендер 44-ФЗ / Участникам / Настройка программного обеспечения / п. 4 статьи "Настройка компьютера"</span><span style="color:#333333;font-family:Arial, 'sans-serif';font-size:10pt;">).</span>	Editorial
В процессе подписи произошла ошибка: Сертификат с отпечатком … принадлежит другому пользователю	**Причина:** Пользователь осуществил вход в Личный кабинет по логину и паролю. При выполнении юридически значимых действий, появился запрос для выбора электронной подписи, после чего выбран сертификат, не принадлежащий Пользователю.**Решение: **Рекомендуйте Пользователю повторно выполнить вход в Личный кабинет по электронной подписи.	Editorial
Ничего не происходит при переходе по разделам Личного кабинета	1.  <span style="color:#333333;font-family:Arial, 'sans-serif';font-size:10pt;">Запустите программу настройки для корректной работы площадки (скачать:</span><span style="font-family:Calibri, 'sans-serif';font-size:11pt;"> Центр поддержки пользователей / База знаний / РТС-тендер 44-ФЗ / Участникам / Настройка программного обеспечения / п. 4 статьи "Настройка компьютера"</span><span style="color:#333333;font-family:Arial, 'sans-serif';font-size:10pt;">);</span>\n2.  Запустите браузер под правами Администратора.	Editorial
Снятие признака контроля	**Действия Оператора: **Если поступило обращение от Участника о том, что на площадке не сменился статус закупки, по аукциону не разблокировались денежные средства необходимо:1.  Проверить наличие протокола в ЕИС в разделе "Протоколы работы комиссии, полученные с электронной площадки (ЭП)";\n2.  В ЛК Оператора проверить, какой признак указан в протоколе (для этого необходимо в ЛК Оператора найти закупку и открыть форму протокола, нажав "Просмотреть как Заказчик").В случае, если по протоколу рассмотрения единственной заявки/протоколу подведения итогов допущено 0 заявок и если на площадке в протоколе стоит признак "Направлен на контроль", а в открытой части ЕИС этот протокол отображается в разделе "Протоколы работы комиссии, полученные с электронной площадки (ЭП)", необходимо поставить задачу по шаблону "Снятие признака контроля".	Editorial
В сертификате нет роли "...". Вам недоступна функция "..."	Например:*   "В сертификате нет роли "Уполномоченный специалист". Вам недоступна функция "...". Для получения дополнительной информации обратитесь к Вашему администратору".\n*   "В сертификате нет роли "Специалист с правом подписи контракта". Вам недоступна функция "...". Для получения дополнительной информации обратитесь к Вашему администратору".\n*   "В сертификате нет роли "Администратор организации". Вам недоступна функция "...". Для получения дополнительной информации обратитесь к Вашему администратору".	Editorial
Нет возможности подать ценовое предложение	**Решение:** Обновите Adobe Flash	Editorial
Не обновляется страница во время торгов	**Решение:**1.  Отключите в браузере Internet Explorer режим совместимости (см. статью "[Включен некорректный режим браузера или документа](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=4789)");\n2.  Проверьте актуальность плагинов по ссылке https://www.mozilla.org/ru/plugincheck/. Если плагины не актуальны, обновите;\n3.  Проверьте настройки компьютера пользователя на соответствие системным требованиям площадки:*   Процессор: 1 Ггц ОЗУ: 1 Гб;\n*   Свободное место на диске: 1 Гб;\n*   Разрешение экрана: 1024х860 (вторая цифра в разрешении экрана должна быть не меньше 860);\n*   ОС: WINDOWS XP / VISTA / 7\n*   Браузер :Internet Explorer 11;\n*   Скорость интернет-соединения: 64 кбит/с и выше;1.  Очистите SSL-кэш и куки-файлы (см. статью "[Как очистить куки-файлы и SSL-кэш на компьютре пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=5556)").	Editorial
Произошла ошибка при участии в торгах 	**Причины: ***   Одновременная работа на нескольких электронных площадках; \n*   Неоднократное нажатие кнопки "Подать предложение" при подаче ценового предложения; \n*   Вход в Личный кабинет осуществлен по логину и паролю.**Решение: Для устранения ошибки рекомендуйте Пользователю:**1.  Осуществлять работу на нескольких электронных площадках в различных сессиях браузера;\n2.  Войти в Личный кабинет по электронной подписи.	Editorial
Код 267 при загрузке плагина	1.  Запустите программу настройки для корректной работы площадки (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n2.  Установите Программу под правами администратора.	Editorial
Действия Оператора при сбое на ЭП	28611 – номер быстрого реагирования28502 – ответственный руководитель первого уровня28605 - ответственный руководитель второго уровня1.  Проверить наличие оповещения о наступлении сигнального события/постановке сигнальной задачи в системе корпоративного обмена сообщениями;\n2.  Зарегистрировать обращение пользователя;\n3.  Предоставить пользователю ответ по утвержденному шаблону: "В настоящее время электронная площадка РТС-тендер функционирует в штатном режиме. Проверьте, пожалуйста, свой персональный компьютер и канал доступа в сеть Интернет на предмет неполадок и неисправностей. Ваше обращение будет передано техническим специалистам, которые проведут дополнительную диагностику электронной площадки".**Действия сигнального специалиста при выявлении сбоя:**1.  Посредством системы корпоративного обмена сообщениями проинформировать коллег о наступлении сигнального события, используя текстовый шаблон: "Зафиксировано сигнальное событие. Свое ФИО": [http://report.sibir.rts-tender](http://report.sibir.rts-tender/) / Рассылка / Группа / Операторы;\n2.  Посредством программы vTiger CRM из ранее зарегистрированного обращения контрагента поставить задачу в системе "Мегаплан" согласно шаблону "Сигнальная задача";Внести в описание сигнальной задачи информацию о сигнальном событии:*   ИНН и наименование контрагента;\n*   Порядок действий, выполняемых контрагентом в момент наступления сигнального события;\n*   Проявление сигнального события (отсутствие доступа на ЭП, либо отсутствие возможности выполнить действия на ЭП (в том числе юридически значимые)/затруднения/ограничения выполнения действий с перечислением действий, выполнение которых невозможно/затруднено/ограничено).1.  Посредством системы корпоративного обмена сообщениями проинформировать коллег о поставленной сигнальной задаче с указанием ее номера и ссылкой на задачу в системе "Мегаплан" по шаблону "Сигнальная задача <u>ссылка на задачу</u>": [http://report.sibir.rts-tender](http://report.sibir.rts-tender/) / Рассылка / Группа / Операторы;\n2.  Посредством телефонии проинформировать Команду быстрого реагирования о зарегистрированном сигнальном событии и номере созданной сигнальной задачи.\n3.  Посредством смс-оповещения проинформировать сотрудников компании о наступлении сигнального события: [http://report.sibir.rts-tender](http://report.sibir.rts-tender/) / СМС / выбрать в поле "Группа" из выпадающего списка "Сигнальная задача 44 ФЗ" / заполнить поле "Текст", используя текстовые шаблоны:*   Поставлена сигнальная задача 44 ФЗ. Часть торгов приостановлена.\n*   Поставлена сигнальная задача 44 ФЗ. Не доступна главная страница сайта.\n*   Поставлена сигнальная задача 44 ФЗ. Проблема при входе в закрытую часть площадки.\n*   Поставлена сигнальная задача 44 ФЗ. Проблема при прикреплении файлов.\n*   Поставлена сигнальная задача 44 ФЗ. При открытии файлов участников возникает ошибка 404.1.  По окончании сигнального события посредством системы корпоративного обмена сообщениями​ проинформировать коллег о завершении сигнального события, используя текстовый шаблон: "Проблема устранена": [http://report.sibir.rts-tender](http://report.sibir.rts-tender/) / Рассылка / Группа / Операторы;\n2.  По окончании сигнального события посредством смс-оповещения проинформировать сотрудников компании о завершении сигнального события: [http://report.sibir.rts-tender](http://report.sibir.rts-tender/) / СМС / выбрать в поле "Группа" из выпадающего списка "Сигнальная задача 44 ФЗ" / заполнить поле "Текст", используя текстовый шаблон "Проблема устранена".	Editorial
Действия при неизвестных ошибках	При заполнении заявки в системе Vtiger CRM в поле "Статья" выберите значение "НЕТ" или "ЧАСТИЧНО". При необходимости, на период решения задачи, клиенту нужно предложить временное обходное решение проблемы. Обходное решение должно максимально соответствовать стандартному порядку работы клиента на площадке.**Действия оператора:**1.  Внимательно изучите раздел Ошибки Базы знаний в поисках решения;\n2.  Выясните все обстоятельства возникновения ошибки; *   способ работы в личном кабинете; \n*   способ входа в личный кабинет (под сертификатом, логином/паролем);\n*   при выполнении каких действий на площадке появилась ошибка - текст ошибки (подключиться удаленно и сделать скриншот ошибки);\n*   установлены ли на компьютере пользователя настройки площадки - проверить версию операционной системы, битность, браузер, версию крипто-провайдера на соответствие системным требованиям площадки.1.  Возьмите контакты клиента (на случай, если появится необходимость проверить работоспособность после исправления ошибок);\n2.  Проверьте наличие сигнальной или массовой задачи по аналогичной ошибке. Если задачи нет, поставьте задачу в программе "Мегаплан". "Спасибо, что сообщили о ситуации. Ваш звонок очень важен для нас. Информация будет передана техническим специалистам. Предоставьте контактные данные для связи".	Editorial
Текстовые шаблоны для смс-информирования о наступлении и прекращении сигнального события	Шаблоны для 44-ФЗ:*   Поставлена сигнальная задача 44 ФЗ. Часть торгов приостановлена.\n*   Поставлена сигнальная задача 44 ФЗ. Не доступна главная страница сайта.\n*   Поставлена сигнальная задача 44 ФЗ. Проблема при входе в закрытую часть площадки.\n*   Поставлена сигнальная задача 44 ФЗ. Проблема при прикреплении файлов.\n*   Поставлена сигнальная задача 44 ФЗ. При открытии файлов участников возникает ошибка 404.Шаблоны для 223-ФЗ:*   Поставлена сигнальная задача 223 ФЗ. Часть торгов приостановлена.\n*   Поставлена сигнальная задача 223 ФЗ. Не доступна главная страница сайта.\n*   Поставлена сигнальная задача 223 ФЗ. Проблема при входе в закрытую часть площадки.\n*   Поставлена сигнальная задача 223 ФЗ. Проблема при прикреплении файлов.\n*   Поставлена сигнальная задача 223 ФЗ. При открытии файлов участников возникает ошибка 404.	Editorial
Приостановленные торги	1.  Осуществить проверку на наличие приостановленных торгов;\n2.  Выполнить действия согласно действиям специалиста при выявлении сбоя; \n3.  Предоставить ответ "На данный момент наши специалисты выясняют причину приостановки, Ваш аукцион будет перенесен на другой срок и начнется в то же время и с того же момента. Дополнительно Вы получите уведомления на вашу электронную почту и в систему обратной связи Личного кабинета с указанием нового времени и даты проведения аукциона".	Editorial
Не открывается главная страница сайта	**Для оператора:** Ошибка возникает при работе в Web-интерфейсе.1.  Осуществить проверку на наличие сигнального события;\n2.  Выполнить действия специалиста при выявлении факта сбоя;\n3.  Предоставить пользователю ответ. "В настоящее время электронная площадка РТС-тендер функционирует в штатном режиме. Проверьте, пожалуйста, свой персональный компьютер и канал доступа в сеть Интернет на предмет неполадок и неисправностей. Ваше обращение будет передано техническим специалистам, которые проведут дополнительную диагностику электронной площадки".1.  Проверить в сигнальной задаче наличие комментария по сигнальному событию;\n2.  В случае отсутствия решения добавить комментарий в имеющуюся задачу по сигнальному событию;\n3.  Предоставить пользователю ответ. "В настоящее время электронная площадка РТС-тендер функционирует в штатном режиме. Проверьте, пожалуйста, свой персональный компьютер и канал доступа в сеть Интернет на предмет неполадок и неисправностей. Ваше обращение будет передано техническим специалистам, которые проведут дополнительную диагностику электронной площадки".              	Editorial
Не выбран сертификат	**Причина: **Пользователь осуществил вход в Личный кабинет по логину/паролю и выполняет юридически значимые действия.**Решение:** Рекомендуйте Пользователю выполнить вход в Личный кабинет по электронной подписи.	Editorial
Обнаружено бездействие пользователя, сессия истечет через __ секунд 	 "В целях обеспечения информационной безопасности, время рабочей сессии ограничено 30-ю минутами. В случае если Вы не выполняете активных действий в Личном кабинете в течение 30 минут, появляется информационное сообщение об истечении сессии. Для возобновления работы нажмите кнопку "Продолжить работу" или осуществите вход в Личный кабинет повторно".	Editorial
Заявка не может быть принята, так как на счете недостаточно денежных средств для обеспечения данной заявки 	**Причина:** На виртуальном счете Участника отсутствует необходимая сумма для участия в закупке.**Решение:** Пополните свой витруальный счет на сумму, указанную в извещении в качестве обеспечения заявки на участие.	Editorial
Уведомление о необходимости изменения пароля Пользователя при первичном входе в Личный кабинет 	При первичном входе по логину/паролю в Личный кабинет Участника отображается информационное сообщение, в котором система предлагает изменить Пользователю пароль, указанный при прохождении  аккредитации: "Рекомендации по управлению паролем. В связи с вводом новых правил безопасности на площадке рекомендуется изменить Ваш пароль" и кнопки:*   "Сменить пароль" -  при нажатии кнопки "Сменить пароль" происходит перенаправление на страницу изменения пароля;\n*   "Напомнить позже" - при нажатии кнопки  "Напомнить позже" сообщение скрывается и повторно появится только после повторной авторизации Пользователя;\n*   "Не напоминать никогда" - при нажатии кнопки "Не напоминать никогда" сообщение скрывается и больше не будет появляться.	Editorial
