Question	Answer	Source
Отзыв денежных средств на неверные реквизиты/потерянные денежные средства	**Причина:** Денежные средства отозваны на неверные реквизиты. Например:*   В Личном кабинете указаны неверные реквизиты (некорректно заполнено одно из полей);\n*   В Личном кабинете указаны "старые" реквизиты;\n*   Указаны реквизиты другой организации (Участник пытался отозвать денежные средства на реквизиты другой организации) и т.д. "Отозванные средства автоматически попадают на невыясненные счета и в течение 2-х дней они возвращаются в наш банк. Сотрудник бухгалтерии площадки направляет на Ваш адрес электронной почты письмо с образцом заполнения заявления, которое Вам необходимо направить на адрес электронной почты площадки iSupport@rts-tender.ru. После получения письма сотрудник бухгалтерии направляет средства на указанные в нем реквизиты.Если на Ваш адрес электронной почты такое письмо не поступило, Вы можете, не дожидаясь его, направить официальный запрос самостоятельно на адрес электронной почты площадки iSupport@rts-tender.ru. Указать в теме письма "Для бухгалтерии". Текст письма: "(ИНН, КПП, наименование организации просит возвратить денежные средства ХХХХХ руб. ХХ коп., отозванные с нашего виртуального счета № ....- PRV по заявлению от ХХ.ХХ.2016 на наш расчетный счет по следующим реквизитам: (указать реквизиты". Письмо должно быть оформлено на фирменном бланке организации на имя Генерального директора ООО "РТС-тендер" Лишенкова Владимира Николаевича, заверено печатью организации и подписью руководителя".	Editorial
Возврат денежных средств, в случае перечисления денежных средств от ЮЛ на виртуальный счет ФЛ	 В случае перечисления денежных средств от ЮЛ на виртуальный счет ФЛ Оператор ЭП будет осуществлять возврат перечисленных денежных средств на реквизиты ЮЛ на основании письма о возврате ошибочно перечисленных денежных средств.Для возврата денежных средств: на адрес электронной почты info@rts-tender.ru направьте письмо со следующим текстом: "(Наименование организации) ХХ.ХХ.2016 г. были ошибочно перечислены денежные средства в размере ХХХХХ руб. ХХ коп. на р/с ООО "РТС-тендер", платежное поручение №ХХ от ХХ.ХХ.ХХХХ. Просим вернуть денежные средства на следующие реквизиты: (указать реквизиты)". Письмо должно быть на имя Генерального директора ООО "РТС-тендер" Лишенкова Владимира Николаевича, оформлено на фирменном бланке организации, заверено подписью руководителя и печатью организации, отсканировано.Оригинал письма необходимо отправить на почтовый адрес: 121151, г. Москва, набережная Тараса Шевченко, д. 23-А (для бухгалтерии РТС-тендер). Также необходимо приложить отсканированный файл платежного поручения.	Editorial
Внесение изменений в реквизиты 	 "Для внесения изменений в банковские реквизиты:1.  Осуществите вход в Личный кабинет;\n2.  Перейдите в раздел "Финансы и документы", далее в раздел "Счета и транзакции";\n3.  В разделе счета перейдите по ссылке "Детали";\n4.  Нажмите кнопку "Редактировать счет";\n5.  После внесения изменений в реквизиты нажмите кнопку "Сохранить"".	Editorial
Смена ИНН / ОГРН 	"Если произошла смена ИНН / ОГРН организации, то в соответствии с Регламентом ЭП Участник обязан пройти новую аккредитацию.В этом случае прежний Личный кабинет не сохраняется.Таким образом:1.  Закончите процедуры и выведите денежные средства из прежнего Личного кабинета;\n2.  Получите новую электронную подпись (с новым ИНН);\n3.  Подайте заявку на аккредитацию."	Editorial
Внесение изменений в сведения организации 	 "Для внесения изменений в сведения организации:1.  Войдите в Личный кабинет по электронной подписи;\n2.  Перейдите в раздел "Моя организация", далее в "Информация об организации";\n3.  Во вкладке "Карточка организации" нажмите кнопку "Создать заявку на внесение изменений". Откроется форма "Редактирование информации";\n4.  Отредактируйте необходимые разделы и поля, прикрепите актуальные документы;\n5.  После внесения изменений нажмите в нижней части страницы кнопку "Подать заявку на редактирование".Изменения утверждаются системой автоматически в течение 15 мин."	Editorial
Корректировка полного наименования		Editorial
Вход в Личный кабинет 	"Для того, чтобы войти в Личный кабинет на площадку РТС-тендер Имущественные торги выполните следующие действия:1.  Перейдите на сайт площадки РТС-тендер (www.rts-tender.ru);\n2.  В правом верхнем углу нажмите кнопку "Вход";\n3.  В разделе "Имущественные торги" выберите Вашу роль на площадке ( "Продавец/Арендодатель", "Покупатель/Арендатор"). При наведении на один из разделов отображаются кнопки "Вход" и "Аккредитация"\n4.  Кликнув на кнопку "Вход" в соответствующем разделе перейдите к выбору электронной подписи/логина-пароля для входа. Нажмите кнопку "Войти по ЭП" и выберите актуальную электронную подпись, подтвердив выбор кнопкой "ОК" / введите логин-пароль и нажмите кнопку "Войти".\n5.  Вход в Личный кабинет будет осуществлен".	Editorial
Восстановление пароля для входа на площадку 	"Логин / кодовое слово Вы можете просмотреть в Личном кабинете. <span style="line-height:1.6">Для того, чтобы изменить пароль для входа на площадку по Имущественным торгам выполните следующие действия: </span>1.  Зайдите на главную страницу сайта РТС-тендер и нажмите кнопку "Вход" в верхней части страницы справа; \n2.  Выберите в разделе "Имущественные торги" роль "Продавцам/Арендодателям" и нажмите кнопку "Вход"; \n3.  На странице авторизации перейдите по ссылке "Восстановление пароля"; \n4.  В открывшемся окне заполните поле "Имя пользователя (логин)" или поле "E-mail" (необходимо указать адрес электронной почты пользователя, пароль которого необходимо восстановить); \n5.  Введите код защиты от спама и нажмите кнопку "Восстановить".На адрес электронной почты придет ссылка, при нажатии на которую откроется окно, в котором пропишите пароль и подтверждение пароля, затем нажмите кнопку "Изменить"".	Editorial
Добавление пользователя из Личного кабинета 	 "Для подачи запроса на добавление пользователя из Личного кабинета:1.  Войдите в Личный кабинет по электронной подписи;\n2.  Перейдите в раздел "Моя организация" / "Управление доступом", далее "Список пользователей". Откроется список пользователей;\n3.  Нажмите кнопку "Добавить сотрудника". Откроется форма "Заявка на добавление пользователя";\n4.  В поле "Текущий сертификат пользователя" нажмите кнопку "Выбрать из списка" (в этом случае необходимо выбрать нужный сертификат из списка сертификатов, установленных на компьютере) или кнопку "Загрузить из файла" (в этом случае загружается файл сертификата открытого ключа);\n5.  Заполните все обязательные поля;\n6.  Нажмите кнопку "Отправить".Заявка на добавление пользователя будет утверждена автоматически в течение 10-15 минут."	Editorial
Добавление пользователя из открытой части площадки	 "Для добавления пользователя из открытой части (открытого доступа):1.  Перейдите на сайт площадки РТС-тендер ([www.rts-tender.ru)](http://www.rts-tender.ru/);\n2.  Перейдите в раздел "Имущественные торги";\n3.  Выберите раздел "Продавцам/Арендодателям" или "Претендентам/Арендаторам";\n4.  Нажмите "Добавить пользователя";\n5.  Откроется форма "Заявка на добавление пользователя";\n6.  В поле "Текущий сертификат пользователя" нажмите кнопку "Выбрать из списка" и укажите сертификат Пользователя;\n7.  Заполните все обязательные поля;\n8.  Введите код защиты от спама;\n9.  Нажмите кнопку "Отправить".Заявка на добавление пользователя будет утверждена автоматически в течение 20-30 минут".	Editorial
Редактирование сведений о Пользователе 	**Ответ Оператора: "**Для редактирования информации о Пользователе: 1.  Войдите в Личный кабинет по электронной подписи; \n2.  Перейдите в раздел "Моя организация", далее "Список пользователей". Откроется список пользователей; \n3.  Кликните на ФИО необходимого Пользователя и нажмите кнопку "Редактировать";\n4.  Внесите изменения и нажмите кнопку "Отправить".Изменения утвердятся автоматически в течении 20 минут".	Editorial
Утверждение заявки на добавление пользователя, если она не утвердилась автоматически	1.  Осуществите вход в ЛК Оператора;\n2.  Перейдите в раздел "Заявки на добавление / изменение информации Пользователей";\n3.  Осуществите поиск заявки и откройте ее форму;\n4.   Нажмите кнопку "Рассмотреть", далее кнопу "Утвердить".	Editorial
Удаление сертификата из личного кабинета другой организации	"Для удаления сертификата из Личного кабинета направьте официальное письмо на адрес электронной почты [iSupport@rts-tender.ru](mailto:iSupport@rts-tender.ru). Письмо должно быть оформлено на имя Генерального директора ООО "РТС-тендер" Лишенкова Владимира Николаевича и содержать:*   Просьбу удалить сертификат Пользователя;\n*   ФИО пользователя, отпечаток сертификата или открытый ключ сертификата, который необходимо удалить;\n*   ИНН, КПП и наименование организации, из личного кабинета которой необходимо удалить сертификат;\n*   Причину, на основании которой сертификат должен быть удален.По результату рассмотрения Вашего обращения Ответственным специалистом, Вам будет предоставлен ответ."	Editorial
Шаблоны протоколов 	 "На площадке при публикации протоколов предусмотрены два способа формирования печатных форм протоколов:*   С использованием шаблона ЭП;\n*   С использованием собственного шаблона организации.Выбор шаблона производится при формировании протокола. Площадка предлагает системные шаблоны протоколов, при этом стандартные шаблоны могут быть заменены на собственные шаблоны Заказчика. Шаблон, созданный Заказчиком, интегрируется в систему и может быть использован при публикации протоколов.Для просмотра и добавления шаблонов протоколов войдите в Личный кабинет, далее "Имущественные торги"/ "Документы" / "Шаблоны протоколов". Для просмотра системных шаблонов в фильтре включите радиокнопку "Только системные", для просмотра пользовательских - "Только моей организации" и нажмите "Поиск".	Editorial
Реестр собственников имущества	 "На электронной площадке реализован функционал, в соответствии с которым сведения о реквизитах Продавца будут подтягиваться в извещение автоматически. "Реестр собственников имущества" необходим для привязки банковских реквизитов Продавца к опубликованному извещению (примечание: Если Участник признан победителем, то сумма в размере задатка перечисляется Продавцу. Для этого в извещении Продавцу требуется указать реквизиты для перечисления денежных средств).Для привязки банковских реквизитов Продавца к опубликованному извещению необходимо:I. Внести сведения о Продавце в "Реестр собственников имущества";II. В черновике извещения выбрать Продавца из списка.**I. Для добавления Продавца в "Реестр собственников имущества":**1.  Перейдите в раздел "Моя организация"/"Реестр собственников имущества" и нажмите кнопку "Создать";\n2.  Откроется страница "Добавление нового собственника имущества". Заполните обязательные поля;В разделе "Основные сведения" укажите:*   Наименование собственника имущества\n*   ИНН, КПП собственника имущества\n*   Состояние (активный/неактивный)В разделе "Банковские реквизиты" укажите:*   Название банка\n*   Адрес банка\n*   БИК\n*   КБК (код бюджетной классификации)\n*   Расчетный счет\n*   Корреспондентский счет (поле не обязательно для заполнения)\n*   ОКТМО\n*   Лицевой счет (можно указывать буквы и цифры)После заполнения банковских реквизитов нажмите кнопку "Сохранить реквизиты".Указанные реквизиты могут быть отредактированы (можно внести изменения и нажать кнопку "Сохранить изменения") или добавлены дополнительные (нажать кнопку "Добавить реквизиты", заполнить заново форму "Банковские реквизиты" и нажать кнопку "Сохранить реквизиты"). Добавленные реквизиты можно удалить.1.  Если сведения о Продавце заполнены нажмите кнопку "Сохранить собственника";\n2.  Подтвердите действие сертификатом электронной подписи.Созданные сведения о Продавце отобразятся в списке "Реестра собственников имущества". Добавленные сведения можно отредактировать или удалить.**Для внесения изменений в сведения о Продавце:**1.  Откройте сведения о Собственнике, нажав на реестровый номер;\n2.  Нажмите кнопку "Внести изменения";\n3.  Откроется форма для редактирования сведений;\n4.  Внесите изменения и нажмите кнопку "Сохранить собственника";\n5.  Подтвердите действие сертификатом электронной подписи.**II****. Для добавления Продавца в черновик извещения:**1.  Откройте черновик извещения;\n2.  В разделе "Основные сведения" в поле "Продавец / Арендодатель (Собственник)" выберите из выпадающего списка нужного Продавца.	Editorial
Реестр комиссий 	 Для того, чтобы при публикации протокола рассмотрения заявок указать комиссию, ее требуется создать в Личном кабинете.**Для создания комиссии:**1.  В Личном кабинете перейдите в раздел "Моя организация" / "Реестр собственников имущества";\n2.  Под таблицей "Комиссии" нажмите кнопку "Создать";\n3.  Откроется страница "Добавление новой комиссии", где требуется указать наименование комиссии и ее активность;\n4.  Нажмите кнопку "Сохранить комиссию";\n5.  Укажите членов комиссии:*   Прописать ФИО, роль, активность\n*   Нажать кнопку "Сохранить члена комиссии"1.  После того как комиссия создана, нажмите кнопку "Сохранить комиссию".Созданная комиссия отобразится в таблице "Комиссии".Созданную комиссию можно отредактировать (открыть сведения о комиссии, нажать кнопку «Внести изменения»), удалить или деактивировать.	Editorial
Роли и права 	 "Настройка ролей и прав пользователя в Личном кабинете предназначена для ограничения и разделения полномочий между своими сотрудниками, а также сотрудниками филиалов и партнерских организаций, создания индивидуальной рабочей среды для каждого пользователя.**Право пользователя** – возможность пользователя совершать определенное действие в системе; доступ пользователя к определённой части, функционалу системы.**Роль пользователя** – атрибут пользователя, обозначающий определенную заданную совокупность прав пользователя; набор прав пользователя.У пользователя организации может быть определена одна или несколько ролей. Управление правами пользователей доступно в Личном кабинете. Для выполнения действий с ролями пользователя необходимо в Личном кабинете перейти в раздел "Моя организация" / "Роли и права". В списке ролей отобразятся системные и клиентские роли.**Системные роли пользователя** – базовые роли (без возможности изменения и удаления).Список системных ролей пользователей:**Клиентские роли пользователя** – произвольно задаваемые пользователями с правами администратора роли.**Для создания пользовательской роли необходимо:**1.  В списке ролей нажать кнопку "Создать";\n2.  Указать наименование роли;\n3.  При необходимости ввести дополнительное описание;\n4.  Указать права (при выборе прав автоматически указываются все действия в рамках этих прав, администратор может ограничить действия пользователя, сняв галочки напротив действий);\n5.  Нажать кнопку "Сохранить".Созданная роль отобразится в списке ролей. Клиентские роли могут быть изменены или удалены.В соответствии с целями организации в системе можно создать произвольное количество клиентских ролей. Также, одному пользователю может быть назначено произвольное количество ролей, при этом такой пользователь будет обладать всеми правами, входящими в назначенные роли.**Для добавления роли пользователю необходимо:**1.  В разделе "Моя организация" перейти к "Списку пользователей";\n2.  Напротив нужного пользователя нажать на ссылку "Изменить права доступа";\n3.  Откроется страница "Настройка ролей пользователя". В таблице в столбце "Роль выбрана" отметить роли, которые требуется предоставить пользователю;\n4.  Нажать кнопку "Сохранить";Добавленная роль отобразится в столбце "Роли" в "Списке пользователей".**Основные действия с ролями в Личном кабинете:**  \n •    Создание роли;  \n •    Просмотр роли;  \n •    Изменение роли;  \n •    Удаление роли."	Editorial
Чек-бокс «Задаток вносится на счет Оператора ЭТП»		Editorial
Нормативные документы, регламентирующие проведение имущественных торгов на ЭП РТС-тендер	**Нормативные документы, регламентирующие проведение имущественных торгов на ЭП РТС-тендер:***   \n\nФЗ О приватизации государственного и муниципального имущества от 21.12.2001 № 178;\n\n*   \n\nПостановление Правительства РФ от 27.08.2012 г № 860;\n\n*   \n\nПостановление Правительства РФ N 2488-р (перечень юр лиц);\n\n*   \n\nПриложение 1 к Приказу Федеральной антимонопольной службы от 10 февраля 2010 г. N 67"О порядке проведения конкурсов или аукционов на право заключения договоров аренды, договоров безвозмездного пользования, договоров доверительного управления имуществом, иных договоров, предусматривающих переход прав в отношении государственного или муниципального имущества, и перечне видов имущества, в отношении которого заключение указанных договоров может осуществляться путем проведения торгов в форме конкурса";\n\n*   \n\nПостановление Правительства Москвы от 3 февраля 2011 г. N 26-ПП  \n "О размещении нестационарных торговых объектов, расположенных в городе Москве на земельных участках, в зданиях, строениях и сооружениях, находящихся в государственной собственности";\n\n*   \n\nРегламент электронной площадки "РТС-тендер" проведения торгов в электронной форме при продаже государственного и муниципального имущества.\n\n  **На** **ЭП РТС-тендер имущественные торги не проводятся процедуры:***   По Постановлению № 1041.	Editorial
Сроки		Editorial
Размер задатка для участия в процедуре 		Editorial
Причины признания процедуры несостоявшейся	Причины признания процедуры несостоявшейся:*   Не было подано ни одной заявки на участие;\n*   Подана только 1 заявка на участие;\n*   Ни один из участников не подал ценового предложения (в этом случае у Продавца появляется возможность заключить договор с участником, который первым подал заявку);\n*   По итогам рассмотрения заявок допущена только 1 заявка;\n*   По итогам рассмотрения заявок допущено 0 заявок.	Editorial
Уточнение информации по обращению 	1.  Уточните информацию по обращению (по телефону, по электронной почте);\n2.  Найдите обращение (по номеру или другим реквизитам)\n3.  Сообщите, на какой стадии рассмотрения оно находится. При необходимости свяжитесь с Ответственным и уточните подробности по запросу Клиента.	Editorial
Обращение по работе в соответствии с 44-ФЗ 	**Ответ оператора:** "Вы позвонили в техническую поддержку Электронной площадки РТС-тендер для имущественных торгов. Для получения информации по работе на площадке РТС-тендер по 44-ФЗ Вам необходимо обратиться по номеру телефона 8-800-77-55-800".                                                                	Editorial
Требования к прикрепляемым документам 	Общие требования и рекомендации к прикрепляемым документам:*   \n\nВсе страницы документов должны быть читаемыми (для этого документ рекомендуется сканировать с разрешением не менее 75-100 dpi).\n\n*   \n\nВсе отсканированные страницы документа рекомендуется размесить в одном файле в формате .doc или .docx (Word) путем помещения в открытый документ Word сканированного рисунка документа.\n\n*   \n\nДопустимые форматы файлов: .doc, .docx, .pdf, .txt, .rtf, .zip, .rar, .xls, .xlsx, .xps, .jpeg, .jpg, .gif, .png.\n\n*   \n\nМаксимальный размер одного файла – 12 Мбайт.\n\n*   \n\nОграничение на количество загруженных файлов отсутствует.	Editorial
Контакты ЭП РТС-тендер	"Сведения о контактах компании РТС-тендер и ее представительствах можно посмотреть на главной странице сайта www.rts-tender.ru в разделе "О компании" - "Контакты". Генеральный директор ООО «РТС-тендер" - Лишенков Владимир Николаевич**Центральный офис**Контактный номер телефона:+7 (800) 77-55-800 (звонок по России бесплатный); <span dir="ltr"><span dir="ltr">+7 (499) 653-55-00</span></span> - прямой городской номер для жителей Москвы и Московской области (звонки из других регионов тарифицируются как межгород)+7(495) 733-9519 - факс. Юридический и почтовый адрес: 121151, г. Москва, набережная Тараса Шевченко, д. 23-А  \n Фактический адрес: 121151, г. Москва, набережная Тараса Шевченко, д.23-А, Бизнес-центр "Башня 2000", 25 этаж**Сибирский филиал «РТС-тендер»**Контактный номер телефона:  <span dir="ltr"><span dir="ltr">+7 (3852) 200-787</span></span> - офис+7 (3852) 220-712 - факс Адрес: 656056, г. Барнаул, ул. М. Горького, д. 29**Трудоустройство**Если Вас интереcует работа в филиалах и представительствах нашей компании, расположенных в Сибирском и Дальневосточном федеральных округах, обращайтесь по телефону <span dir="ltr"><span dir="ltr">+7 (3852) 200-787</span></span> доб. 33004 или напишите письмо на [sf.common@rts-tender.ru](mailto:sf.common@rts-tender.ru)."	Editorial
Кто может выступать в качестве Продавца? 	Продавец - федеральный орган исполнительной власти, орган исполнительной власти субъекта России или орган местного самоуправления, или их представитель – юридическое лицо, опубликовавший извещение о продаже государственного или муниципального имущества в рамках Закона 178-ФЗ.Представитель Продавца - федеральный орган исполнительной власти, орган исполнительной власти субъекта РФ, орган местного самоуправления, юридическое лицо, осуществляющие функции Продавца по продаже государственного или муниципального имущества в рамках Закона 178-ФЗ, и уполномоченное Продавцом на осуществление таких функций. Представитель Продавца осуществляет функции всех Продавцов, уполномочивших его на это. На ЭП «РТС-тендер»  Представитель Продавца вправе осуществлять функции как Продавцов, уполномочивших его на это, так и Продавцов, которые уполномочат его на это в последующем.	Editorial
Кто может выступать в качестве Претендента? 	 Претендент - физическое лицо, юридическое лицо, индивидуальный предприниматель имеющий намерение стать Участником Продажи и выдать для этих целей задаток Продавцу.	Editorial
Контакты УЦ "FT-crypto"	Полное наименование: Общество с ограниченной ответственностью "Финтендер-крипто" (ООО "Финтендер-крипто")Телефон: (499)-653-57-00E-mail: [uc@ft-crypto.ru](mailto:uc@ft-crypto.ru)График работы линии техподдержки: с 5:00 до 19:00 Мск, выходные - суббота, воскресенье	Editorial
Не по адресу, сорвался звонок, абонент не отвечает, тишина или музыка в трубке, ошиблись номером 		Editorial
Контакты РТС-тендер по 223-ФЗ 	Номер телефона Службы технической поддержки: <span dir="ltr"><span dir="ltr">+ 7 (499) 653-9-900</span></span>Адреса электронной почты:[info223@rts-tender.ru](mailto:info223@rts-tender.ru) - поддержка Участников[support223@rts-tender.ru](mailto:support223@rts-tender.ru) - поддержка Заказчиков                                                                	Editorial
Просмотр инструкций по работе на площадке Имущественные торги 	 "Для просмотра инструкций по работе на площадке Имущественные торги:1.  Войдите на главную страницу ЭП РТС-тендер, далее "Имущественные торги";\n2.  Выберите нужный раздел "Продавцам" или "Покупателям";\n3.  Далее раздел "Инструкция".В данном разделе <span style="line-height:1.6">добавлены ссылки на инструкции:</span>*   Раздел "Общее" - Руководство пользователя;\n*   Раздел "Приватизация" - Инструкция продавца, Инструкция участника;\n*   Раздел "Аренда" - Инструкция организатора торгов, Инструкция участника."	Editorial
Режим работы площадки по имуществу	 "Площадка работает круглосуточно. Режим работы контакт-центра: с 5:00 до 19:00 по МСК. В праздничные и выходные дни площадка работает в штатном режиме, контакт-центр не работает."	Editorial
Допуск площадки торгов по имуществу РТС-тендер к СРО арбитражных управляющих 		Editorial
Участники коммерческих процедур 	"Участником Коммерческой процедуры является любое юридическое лицо и/или индивидуальный предприниматель и/или физическое лицо, намеренные купить и/или продать имущество посредством Коммерческой процедуры, при этом:*   Продавцом (Коммерческий продавец) может выступать только юридическое лицо;\n*   Покупателем (Коммерческий покупатель) можеть выступать  любое юридическое лицо и/или индивидуальный предприниматель и/или физическое лицо. Участник<span style="line-height:1.6">Коммерческой процедуры может действовать через своего представителя".</span>	Editorial
Контакты ЭП РТС-тендер Имущественные торги 	 "Вопросы по работе на ЭП РТС-тендер Имущественные торги Вы можете задать специалистам по номеру телефона +7 (499) 653-77-00" или по адресу электронной почты [iSupport@rts-tender.ru](http://iSupport@rts-tender.ru)".	Editorial
Юридическая консультация 	*   Комментарий к Закону;\n*   Предоставление документов на аукцион;\n*   Причины отклонения заявок на участие в аукционе;\n*   Установление цены в контракте;\n*   Выбор обеспечения контракта;\n*   Расторжение контракта и т.п.Оператор рекомендует обратится к юристу организации клиента или к юристу, осуществляющему консультации на платной основе.	Editorial
Заключение договора	Функционал площадки не предусматривает возможность направления и подписания договора на площадке. Заключение договора осуществляется только вне площадки. Но для завершения процедуры на площадке обязательно требуется проставить отметку о заключении договора.  \n\n Если процедура многолотовая, то отметка о заключении договора проставляется по каждому лоту отдельно. Каждая отметка о заключении договора проставляется отдельно по каждому лоту вне зависимости от того, на каком этапе находятся остальные лоты.**Для того чтобы установить отметку о заключении договора:**1.  В Личном кабинете в разделе "Имущественные торги" / "Мои процедуры" откройте нужную процедуру;\n2.  В разделе "Лоты" нажмите на ссылку "Сведения о заключении договора";\n3.  Откроется страница "Сведения о договоре", на которой необходимо указать сведения о заключении договора. Проставьте нужную отметку;\n4.  В разделе "Сведения о собственнике" проверьте и при необходимости отредактируйте сведения о собственнике;\n5.  Нажмите кнопку "Подписать и отправить".**Заполнение "Сведений о договоре"**1.  Торги состоялись по процедурам аукцион, конкурс, публичное предложение (кроме специализированного аукциона и без объявления цены):1.  Торги состоялись по процедурам аренды имущества,  по нестационарным объектам, а так же аукцион, публичное предложение, по которым Организатор торгов при формировании извещения указал  требование "Блокировать денежные средства второго участника": 1.  **Если процедура признана несостоявшейся** (подана единственная заявка, допущена одна заявка, не подано ни одного ценового предложения в торгах)	Editorial
