Question	Answer	Source
Выгрузка информации о контракте, просмотр электронной подписи	 "Для выгрузки информации о заключенном контракте со сведениями об электронных подписях, которыми был подписан контракт:1.  Перейдите в раздел "Мои контракты";\n2.  Выберите необходимый контракт и в верхней части нажмите кнопку "Выгрузить документы контракта";\n3.  Укажите место на компьютере для сохранения информации о контракте;\n4.  Нажмите кнопку "Ок".Система создаст папку "Документы по контракту №", содержащую сведения о файле проекта контракта, требовании обеспечения контракта и других документах, включая расшифровки электронных подписей, которыми подписан контракт. При открытии файла "Расшифровка подписи" отображается страница Internet Explorer с информацией об электронных подписях".	Editorial
Выгрузка информации по контрактам в Eхсel	"Для выгрузки информации о контрактах в таблицу Excel:1.  В Web-интерфейсе перейдите в раздел "Мои контракты", при необходимости отфильтруйте список контрактов;\n2.  На верхней панели нажмите кнопку  "Выгрузить в Excel";\n3.  Укажите место сохранения файлов.После загрузки в указанном месте будет создан файл .xls с названием "гггг-мм-дд - чч-мм - контракты лотов".	Editorial
Изменение суммы в карточке контракта	*   Изменить цену в карточке контракта возможно и в совместных торгах и в торгах, проходящих за единицу товара. Если аукцион проходит за единицу товара, то в карточке контракта подлежит редактированию поле "Цена контракта", поле "Начальная (максимальная) цена" не редактируется;\n*   В совместных торгах изменить цену в карточке контракта должен каждый Заказчик, иначе общая сумма не совпадет;\n*   Увеличить цену в карточке контракта возможно на сумму не более начальной (максимальной) цены контракта;\n*   Изменение возможно при статусе контракта "Контракт формируется", "Контракт отклонен участником";\n*   В заключенных контрактах цену изменить нельзя;\n*   Цену контракта можно менять неограниченное количество раз."Для того, чтобы уменьшить цену контракта:1.  Войдите в систему под электронной подписью или под логином-паролем и перейдите в раздел "Мои контракты";\n2.  Выберите необходимый контракт и откройте сведения о нем;\n3.  Нажмите кнопку "Изменить цену контракта" (в Web-интерейсе Заказчика кнопка доступна в режиме редактирования карточки контракта);\n4.  Внесите изменения и нажмите кнопку "Ок" / "Сохранить".Для того, чтобы увеличить цену контракта:1.  Войдите в систему под электронной подписью или под логином-паролем и перейдите в раздел "Мои контракты";\n2.  Выберите необходимый контракт и откройте сведения о нем;\n3.  Нажмите кнопку "Изменить цену контракта" (в Web Заказчика кнопка доступна в режиме редактирования карточки контракта);\n4.  В открывшемся окне укажите новую цену контракта и выберите причину изменения цены контракта (выберите только одну причину);\n5.  Внесите изменения и нажмите кнопку "Ок" /"Сохранить". Причина увеличения цены не интегрируется в ЕИС".**Причины изменения цены:** *   На основании ст. 28 Закона № 44-ФЗ, Постановление Правительства РФ от 14.07.2014 № 649 "О порядке предоставления учреждениям и предприятиям уголовно-исполнительной системы преимуществ в отношении предлагаемой ими цены контракта" контракт заключается по предложенной им цене с учетом преимущества в отношении цены контракта до 15 %, но не выше начальной (максимальной) цены контракта;\n*   На основании ст. 29 Закона № 44-ФЗ, Постановление Правительства РФ от 15.04.2014 N 341 "О предоставлении преимуществ организациям инвалидов при определении поставщика (подрядчика, исполнителя) в отношении предлагаемой ими цены контракта" контракт заключается по цене, предложенной этой организацией, увеличенной до 15 % от такой цены, но не выше начальной (максимальной) цены контракта;\n*   На основании ч. 18 ст. 34 Закона № 44-ФЗ, а так же в соответствии с документацией об аукционе принято решение увеличить количество поставляемого товара на сумму, не превышающую разницы между ценой контракта, предложенной таким участником, и начальной (максимальной) ценой контракта (ценой лота). С участником закупки увеличение количества поставляемого товара согласовано;\n*   На основании ч. 4 ст. 14 Закона № 44-ФЗ, Приказа Минэкономразвития России от 25.03.2014 N 155 "Об условиях допуска товаров, происходящих из иностранных государств, для целей осуществления закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд" контракт заключается по цене, предложенной участником аукциона, сниженной на 15 процентов от предложенной цены контракта;\n*   На основании части 4 статьи 14 Закона № 44-ФЗ, Приказа Минэкономразвития России от 25.03.2014 N 155 "Об условиях допуска товаров, происходящих из иностранных государств, для целей осуществления закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд" понижающий 15-процентный коэффициент к цене контракта не применяется.	Editorial
Печать контракта	"Распечатать контракт можно следующим способом:1.  Войдите в систему;\n2.  Перейдите в раздел "Мои контракты";\n3.  Откройте карточку контракта;\n4.  Стандартным способом выведите на печать".	Editorial
Подписание контракта	 "Для подписания контракта выполните следующие действия:1.  \n\nВойдите в личный кабинет по сертификату с ролью "Специалист с правом подписи контракта";\n\n2.  \n\nОткройте карточку необходимого контракта в разделе "Мои контракты";\n\n3.  \n\nПроверьте наличие документа об обеспечении контракта,если такое требование было установлено в аукционной документации;\n\n4.  \n\nНажмите кнопку "Подписать контракт" и подтвердите действие.\n\n Статус изменится на "Контракт заключен" и в поле "Дата подписания контракта Заказчиком / Уполномоченным органом" дата изменится на текущую.Контракт можно подписать в течение дня, регламентированного сроком подписания контракта, до 00:00 по московскому времени. Возможность заключения контракта сохраняется и по истечении регламентированного срока".	Editorial
Просмотр номера контракта/статуса контракта	 "Для просмотра номера и статуса контракта:1.  \n\nВойдите в Личный кабинет Заказчика по электронной подписи / логину-паролю;\n\n2.  \n\nВыберите раздел "Мои контракты". \n\n Сведения о контракте Вы можете просмотреть в соответствующих столбцах данного раздела:Или в карточке контракта:	Editorial
Просмотр реквизитов поставщика, с которым заключается контракт	"Для просмотра реквизитов Участника, с которым заключается контракт:1.  \n\nВойдите в Личный кабинет по электронной подписи или логину-паролю;\n\n2.  \n\nПерейдите в раздел "Мои контракты";\n\n3.  \n\nОткройте карточку контракта;\n\n4.  \n\nНажмите кнопку "Показать сведения о поставщике" (данная кнопка находится в нижней части страницы). При нажатии данной кнопки откроется новое окно, в котором отображаются основные сведения об Участнике".\n\n 	Editorial
Согласование контракта	После того, как прошло подписание контракта Участником, контракт переходит в статус "На согласовании". В Личном кабинете УО / Заказчика (Организатора аукциона) в разделе "Основные сведения" расположен чек-бокс - "Проводить согласование заключения контракта в случае падения цены на 25% и более от начальной". Активировать чек-бокс может специалист организации с правами "Администратор". По умолчанию данная опция выключена у всех УО / Заказчиков:*   Если галочка установлена, УО проводит согласование контракта в части исполнения требований 44-ФЗ о применении антидемпинговых мер;\n*   Если галочка не установлена, согласование контракта может проводить как Организатор аукциона (УО), так и Заказчик, для которого был организован данный аукцион.Если требуется внести изменения в карточку контракта, которая подписана Участником, Заказчик может направить контракт на доработку без предварительного согласования."Для того, чтобы провести согласование:1.  Войдите в личный кабинет под электронной подписью (для УО достаточно роли в сертификате "Уполномоченный специалист", для Заказчика - "Специалист с правом подписи контракта");\n2.  Перейдите  в раздел "Мои контракты";\n3.  Откройте нужный контракт:*   Для согласования -  нажмите кнопку "Согласовать" в карточке контракта;\n*   Для отклонения согласования  - нажмите кнопку "Создать протокол отказа от заключения контракта" и выберите соответствующую причину, в появившемся окне наберите без кавычек фразу "Я отказываюсь заключать контракт". Заполните необходимые поля и выберите соответствующую причину.1.  После согласования процедура заключения контракта проходит стандартно (для подписания нажмите кнопку "Подписать контракт")".	Editorial
Создание (направление) проекта контракта	*   В случае нарушения сроков направления контракта, возможность отправки проекта контракт на подпись Участнику не блокируется;\n*   В случае если по результатам рассмотрения вторых частей заявок, единственной заявки, отклонены заявки всех Участников, в поле "Контракт" раздела "Мои аукционы" будет отображаться информационное сообщение: "Отклонены все заявки, участвующие в аукционе. Аукцион не состоялся"."** **Для создания и направления контракта Участнику:1.  В Личном кабинете перейдите в раздел раздел "Мои аукционы" под сертификатом электронной подписи с ролью "Специалист с правом направления проекта контракта";\n2.  В разделе "Мои аукционы" выберите необходимый аукцион, в нижней части страницы в разделе "Контракт" нажмите на ссылку "Контракт", которая находится в правой части данного раздела;\n3.  Если есть необходимость (в соответствии с Законом) измените сумму в карточке контракта (см.ст. "[Изменение суммы в карточке контракта Заказчиком](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=&action=DetailView&record=3735481)");\n4.  Нажмите кнопку "Выбрать файл". Флажок должен быть установлен в строке "Файл проекта контракта. С помощью кнопки "Обзор" добавьте файл проекта контракта;\n5.  Нажмите кнопку "Сохранить", далее кнопку "Сохранить изменения". После сохранения изменений, направьте контракт Участнику, нажав кнопку  "Отправить контракт";\n6.  Проверьте статус контракта, он должен измениться на "Контракт отправлен Участнику на подпись".	Editorial
Создание (направление) проекта контракта второму Участнику	Срок для направления контракта второму Участнику отсчитывается с момента публикации протокола отказа от заключения контракта с Победителем."Для направления контракта второму Участнику необходимо выполнить те же действия по созданию и направлению контракта, что и первоначально. Для заключения контракта со вторым Участником: 1.  \n\nВойдите в Личный кабинет под сертификатом электронной подписи с ролью "Специалист с правом направления проекта контракта" и перейдите в раздел "Мои контракты";\n\n2.  \n\nОткройте необходимый контракт и в нижней части страницы нажмите кнопку "Создать новый проект контракта";\n\n3.  \n\nЕсли есть необходимость (в соответствии с Законом) измените сумму в карточке контракта (см.ст. "[Изменение суммы в карточке контракта Заказчиком](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=&action=DetailView&record=3735481)");\n\n4.  \n\nНажмите кнопку "Выбрать файл". Флажок должен быть установлен в строке "Файл проекта контракта. С помощью кнопки "Обзор" добавьте файл проекта контракта;\n\n5.  \n\nНажмите кнопку "Сохранить", далее кнопку "Сохранить изменения". После сохранения изменений, направьте контракт Участнику, нажав кнопку  "Отправить контракт";\n\n6.  \n\nПроверьте статус контракта, он должен измениться на "Контракт отправлен Участнику на подпись". После отправки процедура подписания контракта будет происходить со следующим Участником. Если второй Участник отказался от заключения контракта, то дальнейшие действия по заключению контракта с последующими Участниками выполнять не требуется".\n\n 	Editorial
Подписание контрактов по централизованной закупке	1.  По номеру аукциона найдите ее в ЕИС;\n2.  Проверьте наличие символа в виде нескольких человечков;Если символ есть, закупка совместная, если нет - централизованная. Пример можно просмотреть [здесь](http://vtiger.sibir.rts-tender/index.php?action=DetailView&module=Documents&parenttab=&record=3758228&viewname=0&start=). "В централизованной закупке заключение контракта осуществляет Организатор торгов. После того, как Победитель подпишет контракт, подписание контрактов выполняет только Организатор торгов, Заказчики не подписывают такие контракты.Для подписания контрактов Организатору необходимо войти в раздел "Контракты" по электронной подписи с ролью "Уполномоченное учреждение. Специалист с правом подписи контракта". Войти в каждую из карточек контрактов и подписать."                                                               	Editorial
Просмотр экономии по проведенным аукционам	"Экономию по проведенным аукционам Вы можете просмотреть в разделе "Мои контракты" Личного кабинета. В столбце "Экономия" отображается значение в валюте аукциона, в столбце "Экономия,%" / "Процент" - процентный эквивалент данного значения".	Editorial
Просмотр даты блокирования подписания контракта Заказчиком	**Ответ Оператора: "**При блокировании подписания контракта Заказчиком на срок 10 дней в Web-интерфейсе отображается только надпись "Заблокирована подпись контракта на срок 10 дней". 	Editorial
Публикация протокола отказа от заключения контракта	*   В форме протокола в поле "Причина отказа" Заказчик должен выбрать из выпадающего списка один из пунктов. Пояснения по причинам отказа от заключения контракта можно посмотреть в статье "<span style="color:#000000;font-family:calibri, arial, helvetica, sans-serif;font-size:14px;">[Причины отказа от заключения контракта](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3774800)</span>";\n*   В форме протокола в поле "Основание отказа" Заказчик должен выбрать из выпадающего списка один из пунктов (см. статью "<span style="color:#000000;font-family:calibri, arial, helvetica, sans-serif;font-size:14px;">[Виды оснований отказа от заключения контракта](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3006633)</span>");\n*   Если Заказчик выбирает причину отказа: "Признать Участника уклонившимся от заключения контракта", в форме протокола отказа появится дополнительное поле для выбора аукционной комиссии. Выбор комиссии является не обязательным. Поле "Основание отказа" в протоколе отказа становится обязательным для заполнения;\n*   Создать протокол отказа от заключения контракта может только Заказчик, у Организатора торгов такой возможности нет;\n*   Если уклонившимся признается Участник, получивший на площадке кредит на обеспечение заявки, при публикации протокола Заказчику системой будет выдано сообщение "Произошла ошибка при подписании. Пожалуйста, свяжитесь с оператором площадки". В этом случае Оператору необходимо поставить соответствующую задачу в Мегаплане, в задаче указать: ИНН и наименование организации Заказчика и Участника, номер аукциона. После того, как ответственным специалистом проблема будет решена, Оператору необходимо связаться с пользователем Заказчика и убедиться, что все действия на площадке получилось выполнить.1.  В Личном кабинете перейдите в раздел "Мои контракты";\n2.  Откройте нужный контракт;\n3.  В карточке контракта внизу страницы нажмите кнопку "Сформировать протокол отказа от заключения контракта";\n4.  Затем кнопку "Ок";\n5.  В появившемся окне пропишите без кавычек фразу "Я отказываюсь заключать контракт", нажмите кнопку "Ок";\n6.  В форме протокола отказа от заключения контракта заполните все обязательные поля;\n7.  Нажмите кнопку "Прикрепить документ", через "Обзор" выберите документ и нажмите кнопку "Сохранить";\n8.  Нажмите кнопку "Подписать и опубликовать";\n9.  В открывшемся окне проверьте корректность заполнения формы, нажмите кнопку "Подписать и опубликовать", затем кнопку "Ок".	Editorial
Внесение изменений в опубликованный протокол отказа от заключения контракта	Условия:*   Внести изменения в опубликованный протокол отказа от заключения контракта возможно только один раз;\n*   Внесение изменений в опубликованный протокол отказа от заключения контракта возможно до 21.00 часа  (по московскому времени) календарного дня, следующего за днем публикации изменяемого протокола;\n*   Просто заменить файл протокола отказа возможности нет, необходимо вносить изменения во всю форму протокола отказа от заключения контракта.В случае если Вы нажмете кнопку "Изменить" и повторно не опубликуете протокол, автоматической публикации не произойдет, протокол останется в статусе "Формирование"."Для внесения изменений в протокол отказа от заключения контракта:1.  Войдите в Личный кабинет;\n2.  Перейдите в раздел "Мои аукционы" и откройте нужный контракт;\n3.  Откройте форму протокола отказа от заключения контракта;\n4.  Нажмите кнопку "Отмена";\n5.  Укажите причину отказа;\n6.  Статус протокола изменится на «Формирование». Форма станет активной для редактирования. Вы сможете внести необходимые изменения;\n7.  Нажмите кнопку "Сформировать новый протокол отказа от заключения контракта", далее "Ок";\n8.  Повторно опубликуйте протокол отказа от заключения контракта. Механизм публикации протокола отказа от заключения контракта не меняется (см.ст. "[Публикация протокола отказа от заключения контракта](http://vtiger.sf.rts-tender.ru/index.php?module=Faq&parenttab=Support&action=DetailView&record=2331038)")	Editorial
Виды оснований отказа от заключения контракта 	"Основанием для отказа от заключения контракта может быть:*   Проведение ликвидации Участников размещения заказа;\n*   Принятие решения о признании Участников размещения заказа банкротами и об открытии конкурсного производства;\n*   Приостановление деятельности в порядке, предусмотренном Кодексом РФ об административных нарушениях;\n*   Предоставление заведомо ложных сведений, содержащихся в документах;\n*   Нахождение имущества под арестом;\n*   Наличие задолженности по начисленным налогам, сборам и иным обязательным платежам в бюджеты ли иные государственные внебюджетные формы;\n*   Уклонение от заключения государственного (муниципального) контракта;\n*   Наличие информации о об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица;\n*   Несоответствие участника закупки дополнительным требованиям в соответствии с ч. 2, ч. 2.1 ст. 31 Закона № 44-ФЗ.	Editorial
Заключение контракта в случае ошибочного признания Участника уклонившимся 	 "В случае ошибочного признания участника уклонившимся, заключить контракт возможности нет."	Editorial
Изменение причины отказа от заключения контракта 	"В соответствии с 44-ФЗ изменение причины отказа от заключения контракта не предусмотрено. <span style="line-height:1.6">Внести изменение в опубликованный протокол отказа от заключения контракта возможно только до 21.00 часа (по московскому времени) календарного дня, следующего за днем публикации изменяемого протокола (см. статью "</span>[Внесение изменений в опубликованный протокол отказа от заключения контракта](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=&action=DetailView&record=2941967)<span style="line-height:1.6">"). Отмена протокола осуществляется только по решению Контролирующего органа.</span>	Editorial
Просмотр протокола отказа от заключения контракта	"Для просмотра протокола отказа от заключения контракта:1.  Войдите в Личный кабинет;\n2.  Перейдите в раздел "Мои аукционы" и откройте нужный аукцион;\n3.  Нажмите кнопку "Открыть протокол отказа от заключения контракта" в нижней части страницы.Просмотр протокола отказа от заключения контракта из открытой части площадки:1.  Перейдите в раздел "Поиск аукционов" (раздел "Закупки" или простой поиск);\n2.  Найдите и откройте нужный аукцион;\n3.  В разделе "История" в нижней части страницы откройте протокол отказа, кликнув на его название.	Editorial
Отмена опубликованного протокола отказа от заключения контракта	"После публикации протокола отказа от заключения контракта в карточке протокола появляется кнопка "Отмена", которая доступна Заказчику до 21:00 по московскому времени дня следующего за датой публикации протокола отказа от заключения контракта.Порядок выполнения действий:1.  Войдите в Личный кабинет под электронной подписью и перейдите в раздел "Мои аукционы". Откройте нужное извещение и во вкладке "Протоколы" нажмите на кнопку"Открыть протокол отказа от заключения контракта";\n2.  В форме протокола отказа нажмите кнопку "Отмена";\n3.  В открывшемся окне введите причину отмены протокола и подтвердите отмену при помощи кнопки "Ок". Протокол перейдет в статус "Формирование" и в форме протокола появится кнопка "Сформировать новый протокол отказа от заключения контракта".	Editorial
Просмотр документов, прикрепленных к карточке контракта в статусе "Отказ от заключения контракта", если создана карточка со вторым Участником	"Для просмотра документов:1.  Зайдите в Личный кабинет по электронной подписи;\n2.  Перейдите в раздел "Контракты", найдите необходимый и откройте сведения о нем;\n3.  Все документы, прикрепленные в карточке этого контракта будут отображаться во вкладке "Документация".	Editorial
Удаление протокола отказа от заключения контракта в статусе "Формирование" 	В случае если протокол отказа находится в статусе "Формирование", удалить данный протокол невозможно. Протокол отказа отображается только у Заказчиков в Личном кабинете. В открытом доступе протокол отказа выкладывается только после того, как протокол будет опубликован (статус протокола отказа изменится на "Опубликован").	Editorial
Необходимость публикации протокола отказа от заключения контракта со вторым Участником 	 "44-ФЗ предусмотрено право второго Участника отказаться от заключения контракта без внесения сведений о нем в РНП. Денежные средства для обеспечения заявки у второго Участника не блокируются. Поэтому создавать протокол отказа от заключения контракта не требуется." 	Editorial
Просмотр протокола отказа от заключения контракта вторым Участником	"Просмотр информации по протоколу отказа:*   **В уведомлении.** При публикации протокола отказа от заключения контракта Организатору торгов, Заказчику и Участнику по системе обратной связи и на электронную почту направляется уведомление следующего содержания: "На основании ч. 15 ст. 70 №44-ФЗ Участник закупки "наименование Участника" отказывается о заключения контракта по причине "причина отказа";\n*   **В Личном кабинете Заказчика.** Протокол отказа от заключения контракта Участника доступен при переходе по ссылке "Открыть протокол отказа от заключения контракта" в карточке контракта. Информация о публикации протокола отказа от заключения контракта Участника фиксируется в карточке контракта в "Истории изменений";\n*   **В открытой части площадки.** Информация о публикации протокола отказа от заключения контракта Участника размещается в открытой части площадки. Протокол отказа от заключения контракта Участника доступен в ЛК Поставщика в карточке контракта при нажатии кнопки "Открыть протокол отказа от заключения контракта".	Editorial
Признание Участника уклонившимся от подписания контракта	 "Для признания Участника уклонившимся от подписания контракта:1.  В карточке контракта нажмите кнопку "Признать участника уклонившимся";\n2.  В открывшейся форме "Протокол отказа от заключения контракта" заполните поля "Место составления протокола(Город)", "Основание отказа", "Причина отказа", "Реквизиты документов, подтверждающих основание для отказа", "Пояснения". Поле "Комиссия" не обязательно для заполнения;\n3.  Прикрепите документ, путем нажатия кнопки "Прикрепить документ";\n4.  Если протокол заполнен нажмите кнопку "Подписать и опубликовать" и подтвердите действие в диалоговом окне.Контракт изменит статус на "Участник признан уклонившимся от подписания контракта".	Editorial
Не интегрировалась отмена определения поставщика	В случае, если в ЕИС в общем доступе статус аукциона "отменен", при этом внутри извещения присутствует информация о дате отмены определения поставщика, а на Электронной площадке аукцион не отменен.	Editorial
Некорректное отображение информации о победителе в ЕИС	1.  В ЕИС с помощью фильтра найдите необходимый аукцион и откройте сведения о нем;\n2.  Перейдите в раздел "Результаты определения поставщика" и в столбце "Участник(и), с которыми планируется заключить контракт" просмотрите указанные сведения;\n3.  В АРМ Оператора с помощью фильтров найдите необходимую организацию и просмотрите сведения о контактном лице;\n4.  Если в  столбце "Участник(и), с которыми планируется заключить контракт" указано ФИО контактного лица (не ИП), поставьте задачу по шаблону "Некорректное отображение информации о победителе в ЕИС";\n5.  Предоставьте ответ Пользователю:"Со стороны площадки информацияв ЕИС была передана верно. Данные сведения были приняты ЕИС некорректно. Информация по Вашему обращению будет передана техническим специалистам, сведения о победителе будут переданы повторно."	Editorial
Не интегрировался протокол в ЕИС	1.  Уточните вид документа, номер аукциона;\n2.  Проверьте информацию в АРМ Оператора (статус протоколов – если не переданы данные по протоколам);\n3.  Проверьте информацию на ЕИС (при проблеме интеграции с площадки: в форме извещения по аукциону во вкладке "Документы закупки" - подраздел "Протоколы работы комиссии");\n4.  Обращение не разрешать (заявка остается открытой);\n5.  Предоставьте ответ Заказчику;\n6.  Поставьте задачу в Мегаплане. В задаче укажите:*   Суть проблемы;\n*   Номер аукциона;\n*   Сведения, которые не были интегрированы на ЕИС.1.  При необходимости можете уточнить информацию по дате первичной отправки сведений на ЕИС у 2 линии техподдержки СФ."Сведения на Официальный сайт были переданы вовремя. Причины, по которым ЕИС сведения не были приняты - пока неизвестны. Информация будет передана техническим специалистам и отправлена повторно. Нормативное время интеграции – от 2 часов до суток, время поступления информации зависит от ЕИС.";	Editorial
